1,36921262
2,17217922
3,14873132
4,17923446
5,12285566
6,10324865
7,6810717
8,8571211
9,8511998
10,5739218
11,5683469
12,5438237
13,5390815
14,5000890
15,4604723
16,4440088
17,4266552
18,4052868
19,3883151
20,3708036
21,3487974
22,3534841
23,3175654
24,2904467
25,2712291
26,2555037
27,2398960
28,2196155
29,2038248
30,1899220
31,1731504
32,1609965
33,1471202
34,1325122
35,1233548
36,1134389
37,1020336
38,951884
39,867316
40,780866
41,700760
42,661073
43,599866
44,540062
45,496087
46,435818
47,413233
48,355771
49,343577
50,320506
51,270042
52,266298
53,243793
54,219784
55,206846
56,174435
57,175355
58,151581
59,141320
60,140245
61,124960
62,113269
63,105948
64,95305
65,95093
66,83009
67,78733
68,72593
69,70879
70,62523
71,62248
72,60933
73,53846
74,51903
75,50108
76,40554
77,43068
78,42604
79,40183
80,38195
81,34522
82,33485
83,33089
84,34417
85,34759
86,28240
87,28943
88,27744
89,26936
90,23537
91,22853
92,18760
93,22773
94,19883
95,21604
96,21056
97,20184
98,19158
99,17631
100,17543
101,18352
102,15693
103,17703
104,14570
105,13572
106,13819
107,14693
108,15050
109,11774
110,12258
111,12915
112,11903
113,10330
114,10866
115,10552
116,9150
117,10443
118,10530
119,8261
120,9145
121,11225
122,11727
123,9179
124,9351
125,9632
126,8674
127,9350
128,9296
129,8091
130,9339
131,8528
132,6185
133,8543
134,6170
135,7402
136,7503
137,6865
138,8485
139,5148
140,8906
141,6363
142,6733
143,6600
144,5962
145,6391
146,6943
147,6163
148,5766
149,6834
150,5227
151,5883
152,6275
153,5406
154,6013
155,6449
156,5022
157,4602
158,4267
159,4705
160,5132
161,3637
162,4951
163,5205
164,4852
165,4090
166,4586
167,3676
168,5080
169,4883
170,3548
171,3261
172,4217
173,2749
174,5212
175,4019
176,3086
177,3964
178,5016
179,3645
180,4906
181,4280
182,2369
183,4651
184,2537
185,2888
186,2052
187,2720
188,3199
189,2670
190,3200
191,2846
192,3395
193,2366
194,3163
195,2359
196,3605
197,2691
198,2847
199,3177
200,2568
201,2928
202,2400
203,3198
204,3154
205,3696
206,1753
207,3166
208,1930
209,3262
210,2615
211,1869
212,2206
213,2823
214,2818
215,2760
216,2183
217,2528
218,2623
219,2335
220,2709
221,631
222,1113
223,937
224,1576
225,2676
226,1728
227,2528
228,3023
229,1711
230,1620
231,2212
232,1443
233,1601
234,935
235,1953
236,1891
237,1896
238,1859
239,1100
240,2236
241,956
242,1434
243,1090
244,943
245,2235
246,1131
247,1434
248,1103
249,1560
250,1712
251,1418
252,777
253,762
254,1772
255,1136
256,1557
257,1113
258,590
259,916
260,2470
261,640
262,947
263,1437
264,1316
265,1236
266,622
267,656
268,1158
269,808
270,602
271,1892
272,1597
273,784
274,793
275,1248
276,2355
277,1117
278,782
279,968
280,313
281,971
282,582
283,471
284,639
285,783
286,609
287,785
288,630
289,824
290,928
291,780
292,1276
293,1121
294,1116
295,469
296,943
297,1111
298,622
299,316
300,1129
301,647
302,960
303,468
304,452
305,1138
306,911
307,1124
308,297
309,452
310,162
311,1320
312,457
313,505
314,932
315,952
316,1160
317,323
318,655
319,1100
320,625
321,477
322,483
323,608
324,1382
325,1126
326,908
327,810
328,817
329,325
330,315
331,466
332,322
333,774
334,511
335,789
336,140
337,780
338,507
339,776
340,800
341,1247
342,795
343,512
344,455
345,648
346,307
347,500
348,1136
349,309
350,166
351,152
352,918
353,1127
354,350
355,323
356,152
357,299
358,475
359,940
360,154
361,311
362,328
363,483
364,640
365,927
366,328
367,323
368,325
369,322
370,322
371,483
372,305
373,803
374,325
375,332
376,158
377,327
378,786
379,620
381,325
382,806
383,470
384,320
385,470
386,488
387,164
388,521
389,635
391,470
392,1433
393,471
394,773
395,306
396,495
397,158
398,522
399,471
400,502
401,499
402,306
403,314
404,131
406,329
408,152
409,308
410,351
411,649
412,284
413,504
414,313
415,475
416,155
417,156
419,139
421,157
422,329
423,154
424,307
425,154
426,160
427,174
428,161
429,158
431,165
432,157
433,339
434,303
435,315
436,292
437,664
438,317
439,337
440,448
441,348
442,156
443,462
444,320
445,464
446,334
447,170
449,341
450,160
452,452
453,791
455,158
456,297
457,321
458,168
459,318
461,317
464,498
465,820
467,161
468,146
469,447
470,162
472,162
473,308
474,443
475,177
478,162
481,310
482,172
483,163
484,312
486,165
487,157
489,174
493,330
495,298
497,306
502,166
503,329
505,159
507,159
508,457
509,182
510,139
512,157
513,307
514,148
515,322
516,304
517,307
518,159
519,148
520,155
521,628
522,155
527,325
530,148
531,146
532,175
533,164
536,167
537,287
539,161
541,166
542,164
543,315
545,153
546,302
549,162
552,158
553,339
554,163
555,150
556,142
557,314
558,139
564,305
567,325
568,144
569,166
573,163
574,164
578,311
579,144
583,143
585,302
590,310
593,143
594,151
596,145
602,163
605,332
606,166
607,160
608,158
609,137
612,155
614,316
619,147
622,152
625,156
626,156
628,151
629,162
634,295
636,176
639,163
640,149
643,162
645,159
647,170
648,131
651,166
653,149
654,295
655,150
657,156
659,160
663,155
667,161
670,164
671,164
672,143
673,162
674,160
678,155
681,348
682,163
685,145
687,170
691,172
702,154
703,143
711,162
713,152
717,153
723,163
725,155
727,136
729,152
735,336
739,160
741,320
743,318
753,159
767,149
782,324
792,164
793,320
800,157
807,153
822,162
851,164
867,141
869,151
880,148
881,136
882,154
894,161
901,145
903,156
941,166
946,145
953,143
967,172
982,155
1012,157
1014,177
1024,164
1028,160
1044,168
1085,162
1133,148
1210,165
1220,171
1370,151
1597,161
1728,153
1876,132
2379,170
2955,133
4973,156
