language1,language2,dtw_dist
Alemannic,Nepali,2.630272094675438
Alemannic,Mongolian,1.8612663169961197
Alemannic,Hindi,1.9523749751763337
Alemannic,Danish,1.6490189149900436
Alemannic,Hebrew,0.8815146383842869
Alemannic,Indonesian,1.1313238638154788
Alemannic,Serbian,0.8897007779695492
Alemannic,Ukrainian,1.2418650774386233
Alemannic,Russian,0.9996942738343302
Alemannic,German,0.5125880398992924
Alemannic,Japanese,3.0412098903700926
Alemannic,Arabic,0.7627865543297769
Wolof,Basque,1.2106404285963164
Wolof,Alemannic,1.1379323531742567
Wolof,Wolof,0
Wolof,Bosnian,1.0639777684598486
Wolof,Urdu,1.6241146160236717
Wolof,Afrikaans,1.448513334660901
Wolof,Anglo-Saxon,1.2782734217081715
Wolof,Slovak,1.1345104002154835
Wolof,Silesian,2.129315074727302
Wolof,Acehnese,1.9646373821388763
Wolof,Wu,1.138200724083013
Wolof,Bashkir,1.43764488577022
Wolof,Chuvash,1.1055828911854815
Wolof,Gagauz,0.9034394323171764
Wolof,Karachay-Balkar,0.539863815489618
Wolof,Sakha,0.6659610638326283
Wolof,Tamil,0.8494109041659388
Wolof,Telugu,1.3376183785213636
Wolof,Georgian,0.6929088429961605
Wolof,Tatar,1.022759447248121
Wolof,Uyghur,0.9392548819778859
Wolof,Icelandic,1.5207795927130188
Wolof,Belarusian,0.9330536153413695
Wolof,Gujarati,2.2168897688091582
Wolof,Marathi,1.9732399584847702
Wolof,Estonian,1.0515566443243682
Wolof,Finnish,1.2900824037534724
Wolof,Hungarian,1.5261032206077991
Wolof,Bulgarian,0.8783161643296022
Wolof,Yoruba,0.8632791933812589
Wolof,Quechua,1.0088074436972914
Wolof,Croatian,1.3534348686301136
Wolof,Macedonian,1.2985225683836594
Wolof,Serbo-Croatian,1.4011252757736723
Wolof,Pangasinan,2.310763953763783
Wolof,Kapampangan,1.114393707539047
Wolof,Khmer,0.6877261659569549
Wolof,Javanese,0.8971033861239208
Wolof,Malay,0.5803303985007382
Wolof,Sundanese,1.290759167992702
Wolof,Hakka,1.8820442051284703
Wolof,Turkish,0.6495659857690841
Wolof,Kazakh,0.7523740827384939
Wolof,Kirghiz,1.1195249329527504
Wolof,Turkmen,0.7858996870176491
Wolof,Persian,1.271617261476289
Wolof,Tajik,1.3412879508181925
Wolof,Latin,1.2404351361253307
Wolof,Galician,1.712971179564649
Wolof,Romanian,1.0252243089836255
Wolof,Norman,1.8047604828286423
Wolof,Corsican,2.213080471885519
Wolof,Bengali,1.2932021534441769
Wolof,Waray,2.95802980314506
Wolof,Welsh,1.655371516317639
Wolof,Armenian,1.5555546360894357
Wolof,Korean,1.1578801508936363
Wolof,Assamese,1.0308376795427807
Wolof,Bhojpuri,1.326080926130516
Wolof,Divehi,0.9944474220616044
Wolof,Catalan,1.819931019128656
Wolof,Walloon,1.52462473266025
Wolof,Yiddish,1.7505850028201024
Wolof,Maltese,1.2551551023923504
Wolof,Romansh,1.9495122246471444
Wolof,Bavarian,1.3707377827028715
Wolof,Faroese,1.2171512173728045
Wolof,Ripuarian,1.6401266005209925
Wolof,Luxembourgish,1.2086277236579548
Wolof,Limburgish,2.3342703137111758
Wolof,Scots,0.8301482555912423
Wolof,Zeelandic,1.5053184248115135
Wolof,Aragonese,1.8776677348459097
Wolof,Asturian,1.4756051118162197
Wolof,Emilian-Romagnol,2.4523439450946367
Wolof,Extremaduran,2.0468704246201064
Wolof,Franco-Provençal,1.7992792704155351
Wolof,Friulian,2.0055239187689837
Wolof,Ladino,2.2350251990781724
Wolof,Lombard,2.2186640195261744
Wolof,Mirandese,1.9671837620959791
Wolof,Neapolitan,3.1025035031889128
Wolof,Occitan,2.0892716015792328
Wolof,Picard,0.9368196710698449
Wolof,Sardinian,2.0508454111252505
Wolof,Sicilian,1.6154582196876706
Wolof,Venetian,2.2586218977265324
Wolof,Czech,1.339050733456164
Wolof,Rusyn,1.161081014656876
Wolof,Slovenian,1.2693253052552147
Wolof,Uzbek,1.3573887381350853
Wolof,Amharic,1.8981010423680962
Wolof,Zazaki,1.1704739406219793
Wolof,Gilaki,1.1554169983360327
Wolof,Mazandarani,0.9457970201465509
Wolof,Ossetian,1.3759490431986832
Wolof,Pashto,1.0404904591109654
Wolof,Komi,0.9760954940502655
Wolof,Vepsian,0.4831809702710137
Wolof,Erzya,1.3941883499716
Wolof,Konkani,0.8686946411508343
Wolof,Odia,1.241439938160851
Wolof,Maithili,1.8654330629878673
Wolof,Sanskrit,1.8156723401104968
Wolof,Sindhi,1.4532056588446407
Wolof,Sinhalese,0.76236825621443
Wolof,Esperanto,1.8569970389577035
Wolof,Ido,2.2650591815787027
Wolof,Lithuanian,0.6336224888837445
Wolof,Latvian,0.8862926580265214
Wolof,Kannada,1.1461479269922354
Wolof,Malayalam,0.7364624214407258
Wolof,Breton,1.6982873132453284
Wolof,Irish,1.4377257303675433
Wolof,Manx,1.6541399364700333
Wolof,Burmese,2.120234704812884
Wolof,Mingrelian,0.9036107494784025
Wolof,Lao,1.2517469620828865
Wolof,Thai,2.2202523396842855
Wolof,Lezgian,1.1987715997407493
Wolof,Malagasy,2.452692871327723
Wolof,Papiamentu,1.6582763189930483
Wolof,Albanian,2.0946881554823507
Wolof,Luganda,0.5030795886586024
Wolof,Swahili,1.492843439880394
Wolof,Tswana,1.380914006650881
Wolof,Tsonga,0.9055471761287621
Wolof,Buryat,1.192423483774419
Wolof,Samoan,2.4448759017852595
Wolof,Tongan,1.6425133917001036
Wolof,Nahuatl,1.0397656041996681
Wolof,Somali,1.2886300363764427
Wolof,Aymara,1.3098294655233684
Wolof,Guarani,1.1584097885637132
Wolof,Kabyle,1.6833029156182864
Wolof,Hausa,1.174124799204896
Wolof,Tetum,1.1403644489860127
Wolof,Tulu,0.8767369386226695
Wolof,Kabiye,1.0307583178611845
Wolof,Maori,2.282536431937231
Wolof,Nepali,1.8029490859234363
Wolof,Mongolian,0.942231467504171
Wolof,Hindi,0.8836552570245155
Wolof,Danish,1.8240854328889329
Wolof,Hebrew,0.6387840117403139
Wolof,Indonesian,0.6112816999683792
Wolof,Serbian,1.149959038388615
Wolof,Ukrainian,0.570367939894123
Wolof,Russian,0.6396845325042353
Wolof,German,1.2831996187076329
Wolof,Japanese,1.287187516284011
Wolof,Arabic,1.3293643183245734
Bosnian,Basque,1.6945038430434805
Bosnian,Alemannic,0.8744897219917735
Bosnian,Wolof,1.0639777684598486
Bosnian,Bosnian,0
Bosnian,Urdu,1.5400519722977517
Bosnian,Afrikaans,0.9038584714064837
Bosnian,Anglo-Saxon,0.780908581994396
Bosnian,Slovak,0.47418300643716194
Bosnian,Silesian,1.590220977166517
Bosnian,Acehnese,2.3630918292210987
Bosnian,Wu,1.2060970832198965
Bosnian,Bashkir,1.6673839607873382
Bosnian,Chuvash,1.5177719328627175
Bosnian,Gagauz,1.1652838315058527
Bosnian,Karachay-Balkar,0.998298843547484
Bosnian,Sakha,0.8580225740040972
Bosnian,Tamil,0.9388794431189038
Bosnian,Telugu,1.2589826999630493
Bosnian,Georgian,0.7366072519871629
Bosnian,Tatar,1.5336984433874834
Bosnian,Uyghur,0.9841087928723273
Bosnian,Icelandic,1.365585488356801
Bosnian,Belarusian,0.9926260146834167
Bosnian,Gujarati,2.7359132120694865
Bosnian,Marathi,2.8492743685420385
Bosnian,Estonian,0.7067304811633126
Bosnian,Finnish,0.7456051901113514
Bosnian,Hungarian,1.691683588288973
Bosnian,Bulgarian,0.6015114490370523
Bosnian,Yoruba,1.2693501330656023
Bosnian,Quechua,1.4972933696642592
Bosnian,Croatian,0.8160163807439051
Bosnian,Macedonian,0.7161319757924889
Bosnian,Serbo-Croatian,1.497217412030189
Bosnian,Pangasinan,2.135872671592788
Bosnian,Kapampangan,0.7646194180059225
Bosnian,Khmer,0.9511948044436882
Bosnian,Javanese,1.1925453560460495
Bosnian,Malay,0.8496098649747994
Bosnian,Sundanese,0.8933204049207992
Bosnian,Hakka,2.2040491724710174
Bosnian,Turkish,0.8378346467892683
Bosnian,Kazakh,1.1227628381415586
Bosnian,Kirghiz,1.1499949819003952
Bosnian,Turkmen,0.9223504879941786
Bosnian,Persian,1.950390675915369
Bosnian,Tajik,1.4330261843826042
Bosnian,Latin,1.50410723704139
Bosnian,Galician,1.2479736099046765
Bosnian,Romanian,0.8611900164970119
Bosnian,Norman,1.3779168580102255
Bosnian,Corsican,1.926899829101063
Bosnian,Bengali,1.1538885671157657
Bosnian,Waray,2.5211391864009727
Bosnian,Welsh,1.1353769201009505
Bosnian,Armenian,1.452499424964595
Bosnian,Korean,1.6490420403513393
Bosnian,Assamese,1.4051101379358677
Bosnian,Bhojpuri,1.452555517752213
Bosnian,Divehi,1.017564075087999
Bosnian,Catalan,1.6253456049858457
Bosnian,Walloon,1.4666556251882281
Bosnian,Yiddish,1.594028635504591
Bosnian,Maltese,0.7389193754335062
Bosnian,Romansh,1.8342361711222508
Bosnian,Bavarian,0.8756572362557224
Bosnian,Faroese,1.0159484878603617
Bosnian,Ripuarian,1.4177196701989216
Bosnian,Luxembourgish,0.6849879842891031
Bosnian,Limburgish,1.9034031412291137
Bosnian,Scots,0.4849968521519368
Bosnian,Zeelandic,1.7614239263365974
Bosnian,Aragonese,1.7249077088163447
Bosnian,Asturian,1.1381170780389978
Bosnian,Emilian-Romagnol,2.0194575040809144
Bosnian,Extremaduran,1.5622731482604695
Bosnian,Franco-Provençal,1.1357270893318825
Bosnian,Friulian,1.6631652308629752
Bosnian,Ladino,1.9990315291425134
Bosnian,Lombard,2.076018770696431
Bosnian,Mirandese,1.7146282756439972
Bosnian,Neapolitan,3.0651266264541674
Bosnian,Occitan,1.9841799160601012
Bosnian,Picard,0.8689240483924539
Bosnian,Sardinian,1.897131850259472
Bosnian,Sicilian,1.396391612197173
Bosnian,Venetian,2.074065937030052
Bosnian,Czech,0.8958322730514507
Bosnian,Rusyn,0.6026848315458047
Bosnian,Slovenian,0.6104122141592199
Bosnian,Uzbek,2.0921787291656964
Bosnian,Amharic,2.738306286788393
Bosnian,Zazaki,1.533403401724022
Bosnian,Gilaki,1.772778627827711
Bosnian,Mazandarani,1.1628912423428357
Bosnian,Ossetian,1.4537831066968594
Bosnian,Pashto,1.5826261258307652
Bosnian,Komi,1.2689468713575889
Bosnian,Vepsian,0.9180444334565476
Bosnian,Erzya,1.7325077261405877
Bosnian,Konkani,0.9048429458505933
Bosnian,Odia,2.2455942382800207
Bosnian,Maithili,2.187060775452156
Bosnian,Sanskrit,2.4879945347474126
Bosnian,Sindhi,2.1429175742066433
Bosnian,Sinhalese,1.1870695199454762
Bosnian,Esperanto,1.6589894139495849
Bosnian,Ido,1.8925375126425723
Bosnian,Lithuanian,0.7327675622786702
Bosnian,Latvian,0.6096783803343988
Bosnian,Kannada,0.6951334904924518
Bosnian,Malayalam,1.1164269072570296
Bosnian,Breton,1.4403060384239619
Bosnian,Irish,1.2178752833943083
Bosnian,Manx,1.2475400636927594
Bosnian,Burmese,2.4419097394803675
Bosnian,Mingrelian,1.2258355940185708
Bosnian,Lao,1.2820676064157994
Bosnian,Thai,3.1349387966013835
Bosnian,Lezgian,1.7858636716788965
Bosnian,Malagasy,1.6838916894248919
Bosnian,Papiamentu,1.3422890451469764
Bosnian,Albanian,1.932853517590876
Bosnian,Luganda,0.8454636611240476
Bosnian,Swahili,1.1667000184304857
Bosnian,Tswana,1.0267473116556554
Bosnian,Tsonga,0.6611223326387146
Bosnian,Buryat,1.7125902890807185
Bosnian,Samoan,1.992171942050418
Bosnian,Tongan,0.8826123986689391
Bosnian,Nahuatl,0.6773558605472836
Bosnian,Somali,1.1504520415548574
Bosnian,Aymara,1.7732347846994054
Bosnian,Guarani,1.5539758661972964
Bosnian,Kabyle,1.435651534517882
Bosnian,Hausa,1.2727735056345808
Bosnian,Tetum,1.0755912698130632
Bosnian,Tulu,0.9361388846611853
Bosnian,Kabiye,1.632485932675487
Bosnian,Maori,1.6613206536324183
Bosnian,Nepali,1.8933618020429948
Bosnian,Mongolian,1.6191964772419012
Bosnian,Hindi,1.4499827230837092
Bosnian,Danish,1.4913021958332018
Bosnian,Hebrew,0.5420556542396096
Bosnian,Indonesian,0.8738306599049186
Bosnian,Serbian,0.5740436504704949
Bosnian,Ukrainian,0.9188114259917124
Bosnian,Russian,0.7670854692583884
Bosnian,German,0.9895353270932357
Bosnian,Japanese,1.860991182181503
Bosnian,Arabic,1.1906249534265738
Urdu,Basque,1.1134902325632914
Urdu,Alemannic,2.425692176131484
Urdu,Wolof,1.6241146160236717
Urdu,Bosnian,1.5400519722977517
Urdu,Urdu,0
Urdu,Afrikaans,2.5959852836866646
Urdu,Anglo-Saxon,2.067680946133615
Urdu,Slovak,1.4676770274893833
Urdu,Silesian,1.5961161390960648
Urdu,Acehnese,1.925605351251762
Urdu,Wu,1.2846681173786139
Urdu,Bashkir,1.4482803535373305
Urdu,Chuvash,1.695739374524234
Urdu,Gagauz,1.4418938200938016
Urdu,Karachay-Balkar,1.3423459178320334
Urdu,Sakha,1.8755621228748676
Urdu,Tamil,1.4489481231039263
Urdu,Telugu,1.394308458552945
Urdu,Georgian,1.6237624432182036
Urdu,Tatar,1.5149910632380372
Urdu,Uyghur,1.7111357732376593
Urdu,Icelandic,2.180507656956804
Urdu,Belarusian,2.1146845890656154
Urdu,Gujarati,2.7732562380672214
Urdu,Marathi,2.7565545592959046
Urdu,Estonian,1.9401038972210256
Urdu,Finnish,1.5916854981032298
Urdu,Hungarian,3.0655416174127246
Urdu,Bulgarian,1.9529258921741932
Urdu,Yoruba,1.4974559103833496
Urdu,Quechua,1.0191269787993957
Urdu,Croatian,1.9150787269253078
Urdu,Macedonian,2.000714940321318
Urdu,Serbo-Croatian,2.4474933586684586
Urdu,Pangasinan,2.538453841161274
Urdu,Kapampangan,1.962201450446615
Urdu,Khmer,1.4870344404423692
Urdu,Javanese,1.6639710077000092
Urdu,Malay,1.9313663427216987
Urdu,Sundanese,1.7539218741586557
Urdu,Hakka,1.7877722686221023
Urdu,Turkish,1.8597170501361981
Urdu,Kazakh,1.2430322789308796
Urdu,Kirghiz,1.3530320540603515
Urdu,Turkmen,1.7501204110103563
Urdu,Persian,1.7237256888639672
Urdu,Tajik,0.88768129177258
Urdu,Latin,1.3021239275604106
Urdu,Galician,2.528367250916565
Urdu,Romanian,2.163914708103839
Urdu,Norman,2.2661518373762277
Urdu,Corsican,2.5605629346379457
Urdu,Bengali,1.9454334186787547
Urdu,Waray,3.325965845495013
Urdu,Welsh,2.26374075102404
Urdu,Armenian,1.4788320315328072
Urdu,Korean,1.5176412846219667
Urdu,Assamese,1.482127335958241
Urdu,Bhojpuri,1.097593091543391
Urdu,Divehi,1.767131943316702
Urdu,Catalan,2.5677298931195245
Urdu,Walloon,2.628590148387177
Urdu,Yiddish,2.52768116416593
Urdu,Maltese,1.8396792221024008
Urdu,Romansh,2.749810771888951
Urdu,Bavarian,2.1745819019643715
Urdu,Faroese,2.055081549211936
Urdu,Ripuarian,2.8371422254140874
Urdu,Luxembourgish,2.0722949194174984
Urdu,Limburgish,3.3149197560772334
Urdu,Scots,2.2487470732016392
Urdu,Zeelandic,2.767856447531471
Urdu,Aragonese,2.7142923494872777
Urdu,Asturian,2.362639308677384
Urdu,Emilian-Romagnol,3.0126954658424805
Urdu,Extremaduran,2.7054261344011286
Urdu,Franco-Provençal,2.066083731940799
Urdu,Friulian,2.544575277633751
Urdu,Ladino,2.84922174888436
Urdu,Lombard,2.750939224922272
Urdu,Mirandese,2.368248182567563
Urdu,Neapolitan,2.8490313604949744
Urdu,Occitan,2.706568181973354
Urdu,Picard,1.9418696379104579
Urdu,Sardinian,2.6870909111081214
Urdu,Sicilian,2.2633420451926227
Urdu,Venetian,2.7570687139674086
Urdu,Czech,2.3280479223707315
Urdu,Rusyn,1.5089749073929295
Urdu,Slovenian,1.7505077901553054
Urdu,Uzbek,1.6238296240828771
Urdu,Amharic,2.301698644259789
Urdu,Zazaki,1.6170923473904182
Urdu,Gilaki,1.4673180516447677
Urdu,Mazandarani,0.9720883318149989
Urdu,Ossetian,1.3817293285708256
Urdu,Pashto,2.1464979550911165
Urdu,Komi,0.956877809267533
Urdu,Vepsian,1.2773894600687186
Urdu,Erzya,1.430001700317661
Urdu,Konkani,1.575574045617846
Urdu,Odia,1.7612026655700728
Urdu,Maithili,1.4615425294854356
Urdu,Sanskrit,1.3562932503873175
Urdu,Sindhi,1.5253229336572796
Urdu,Sinhalese,1.5216829189097276
Urdu,Esperanto,2.6699033767289753
Urdu,Ido,2.8871297175627118
Urdu,Lithuanian,1.6830460292498888
