length,position,mean,sem,gram
30,4,1.6728752589144529,0.003968417476904411,trigram
30,5,1.7322581836217028,0.004077341291062358,trigram
30,6,1.7526480628805394,0.004111130820339829,trigram
30,7,1.7623027745918778,0.004093696131310227,trigram
30,8,1.7559779834886409,0.0040837203680818505,trigram
30,9,1.7605352348988104,0.004077804993926018,trigram
30,10,1.7612424316536237,0.004081560741034041,trigram
30,11,1.7574159175402193,0.004065081559339439,trigram
30,12,1.7656865365688996,0.004053332755822339,trigram
30,13,1.761587471891566,0.004052529168254966,trigram
30,14,1.7568762075815483,0.00405864330623241,trigram
30,15,1.7641511224704558,0.0040588604074515075,trigram
30,16,1.7698414306173118,0.00404820251483726,trigram
30,17,1.767898656570571,0.004058013732794785,trigram
30,18,1.766686068395313,0.004034804394892106,trigram
30,19,1.7679559222507983,0.004056565659594898,trigram
30,20,1.7711432898713595,0.004059368664604743,trigram
30,21,1.76771021566293,0.004062020514553054,trigram
30,22,1.7658803337581317,0.004046503119036945,trigram
30,23,1.7772104654285545,0.004067152027046542,trigram
30,24,1.7776109008028596,0.004073397727440057,trigram
30,25,1.756366878847953,0.0040655261076195165,trigram
30,26,1.779641505409465,0.004126710044088554,trigram
30,27,1.7904375832416515,0.00412277958729369,trigram
30,28,1.6946226968554277,0.00409064676104983,trigram
30,29,1.7752144409232913,0.0043127485761496435,trigram
30,30,2.0497346085629102,0.004107783052957171,trigram
45,1,2.4777021016699683,0.009661470138887561,trigram
45,2,2.2181183701490204,0.009566662229877553,trigram
45,3,1.7541438508254283,0.008105018549199873,trigram
45,4,1.6688317259806156,0.007934085378279734,trigram
45,5,1.7482723883832714,0.008294155447897642,trigram
45,6,1.756923457309374,0.008240667784543087,trigram
45,7,1.7538817796163177,0.008174316110508477,trigram
45,8,1.7541598610250702,0.008175491373135982,trigram
45,9,1.7517081613408332,0.008143053528091103,trigram
45,10,1.756926332985387,0.008152875140857442,trigram
45,11,1.7491092525307712,0.008150299265864283,trigram
45,12,1.7614989378101902,0.008182900275267932,trigram
45,13,1.7536879457035632,0.008133365359453812,trigram
45,14,1.7570676004776362,0.008119400273276591,trigram
45,15,1.7660826995585952,0.00818775030188325,trigram
45,16,1.7586307214808488,0.008169276466529476,trigram
45,17,1.7671008960561174,0.008179156369701866,trigram
45,18,1.7672057935292282,0.008163910817508878,trigram
45,19,1.7530907797666395,0.0081440287421016,trigram
45,20,1.753082240620228,0.008131399376626252,trigram
45,21,1.7669466136293324,0.00815834274300221,trigram
45,22,1.7605829063446892,0.00811876958306931,trigram
45,23,1.7607001048320365,0.008075541199550819,trigram
45,24,1.766060931868813,0.00815874138179898,trigram
45,25,1.7748046412864913,0.00816019786299624,trigram
45,26,1.7615469622832531,0.008111159175032936,trigram
45,27,1.7629921404332811,0.008063113665105329,trigram
45,28,1.7706147790935278,0.008184619843160863,trigram
45,29,1.7622946949926457,0.008088229075186039,trigram
45,30,1.7779680102481625,0.008138029356967435,trigram
45,31,1.7758303410347784,0.008150639033558227,trigram
45,32,1.7640484300571257,0.008163686571863575,trigram
45,33,1.755303780711567,0.008110614984519354,trigram
45,34,1.7749743464916852,0.008198377548476582,trigram
45,35,1.7733217934665308,0.008178014415274402,trigram
45,36,1.7711239039101556,0.008198579794543803,trigram
45,37,1.7612645561379003,0.008137895589743682,trigram
45,38,1.7630780528040118,0.008225638546643611,trigram
45,39,1.7666508972215995,0.008068967741031961,trigram
45,40,1.7737376420862996,0.008219902844750087,trigram
45,41,1.7795369546557993,0.008282354803510339,trigram
45,42,1.797900136536464,0.008296470711316744,trigram
45,43,1.667459728575684,0.00812303548993534,trigram
45,44,1.7701622179576328,0.0086793123144031,trigram
45,45,2.0435368074297537,0.008240614878438723,trigram
