language,gram,slope1,slope2,slope3,slope4,slope5
Guarani,Trigram,-0.6995953853998993,-0.22997497094782174,-0.10209919562239558,-0.01248495816165494,-0.10065437597404542
Gujarati,Unigram,-0.059319846,-0.020848006,-0.005060203,-0.002260796,-0.311143816
Gujarati,Trigram,0.602258137508757,0.043909240887729774,-0.12010283140426534,-0.3826642617072865,-1.1731983328522477
Hakka,Unigram,-0.0056443,-0.025981033,-0.017311301,-0.045547076,0.026045803
Hakka,Trigram,-0.5930159431604691,-0.02188428474703253,-0.01565239068450559,-0.22188069296032834,-0.8389859239943257
Hausa,Unigram,0.005792753,-0.015236749,-0.011189976,-0.002371193,0.078575526
Hausa,Trigram,-1.011259148014354,-0.027200036545670315,-0.07157419184604336,0.025259819337470273,-0.02629077699097399
Hebrew,Unigram,0.047185774,0.007357971,0.001135395,-0.001545986,0.077017702
Hebrew,Trigram,0.6471076698837118,0.15131068781360554,0.01505067746906178,-0.15465720719578713,-0.6151413575940841
Hindi,Unigram,-0.089985472,-0.009563296,-0.005527326,0.011922408,0.028107059
Hindi,Trigram,-0.034104314384480375,-0.12909424303075542,0.18500505270087492,0.06391695557964604,-0.10927118027103325
Hungarian,Unigram,0.172043848,0.009799226,-0.006737403,-0.006349738,0.172501898
Hungarian,Trigram,-0.7167384309224261,0.09482184104299235,-0.026995272479880112,-0.18137884872276114,-0.5780627410928992
Icelandic,Unigram,-0.027715083,-0.001167475,-0.013190071,-0.021000994,0.15968867
Icelandic,Trigram,-1.1822312160763686,-0.018436151630722118,-0.119979289851463,-0.03171871378227124,-0.1727979307932649
Ido,Unigram,0.016047431,0.005864187,-0.014754321,-0.01900086,0.096508902
Ido,Trigram,-1.4922703427062989,0.3119786493077563,-0.013164131873284768,-0.003869316452107958,-0.32264971201706455
Indonesian,Unigram,0.012852901,-0.003596456,-0.008752228,-0.026282879,0.098158832
Indonesian,Trigram,-1.0901366567988924,0.03783696919098045,-0.012400078200717347,-0.09075969181665033,0.049783821764466954
Interlingua,Unigram,0.044585638,-0.02411069,-0.008806067,-0.016884049,0.164039003
Interlingue,Unigram,0.051952326,0.019920265,-0.040508809,-0.037781138,0.087787987
Irish,Unigram,0.057242612,-0.014323359,-0.003449736,-0.013062151,0.132541511
Irish,Trigram,-1.0641117292200095,0.06372078455481835,-0.02260291655481684,-0.15593817540745578,-0.01723880632879594
Japanese,Unigram,0.082420772,0.002377192,-0.005989019,-0.021756269,-0.018885298
Japanese,Trigram,0.29550624273489495,0.031227842353082118,0.0047287817764597884,0.04805197351500063,0.0946382825870976
Javanese,Unigram,-0.0058698759999999996,0.021644861,-0.040078585,-0.037184447,0.059466735
Javanese,Trigram,-1.177580712607251,0.17401994637217016,0.06681318467974455,-0.08763535849892455,0.027500440013378844
Kabiye,Unigram,-0.083836898000000007,-0.003778128,-0.013634887,0.004614925,-0.029357662
Kabiye,Trigram,-1.1029356344643761,-0.005519565250996507,-0.013486116618579468,-0.022173975802469725,-0.4226469477239873
Kabyle,Unigram,-0.024338721,-0.004133452,-0.007198937,-0.019412799,0.09731564
Kabyle,Trigram,-0.8431635763464133,-0.008950107615272328,-0.06957372051154918,-0.001155945740698592,-0.14936976667896829
Kannada,Unigram,0.063624435,0.003778973,-0.012348918,-0.012889994,0.095200426
Kannada,Trigram,0.39832212982809856,0.03819721558020403,-0.06325715221813348,-0.19611456703590383,-0.6546409962724995
Kapampangan,Unigram,0.007603014,-0.007600922,-0.031098972,-0.048321158,0.124234411
Kapampangan,Trigram,-0.9490448511546575,-0.15604743588177744,0.0099619818345542,0.033191983206159244,0.148639825105626
Karachay-Balkar,Unigram,0.043612026,0.021654289,0.005117276,-0.005761603,0.052370516
Karachay-Balkar,Trigram,-0.5648990640929995,0.08491652960731022,-0.05892255043474134,-0.2237554749823837,-0.7455143853466178
Kazakh,Unigram,0.050552826,0.012873645,0.002623665,-0.007028069,-0.046354951
Kazakh,Trigram,-0.8585878770386511,0.06089767882622284,-0.195313024093721,-0.1902486387952897,-1.193111253103669
Khmer,Unigram,0.040516663,-0.002755382,0.002079984,-0.002568013,0.085996877
Khmer,Trigram,-0.5926889870908331,-0.04101830136644825,-0.022075524674676876,-0.08722812377096469,-0.22756034497614894
Kirghiz,Unigram,0.041149776,0.001847617,-0.002481667,-0.010653056,-0.038217956
Kirghiz,Trigram,-0.8698613255522263,0.02109386491453698,-0.10347463336205093,-0.262743011700352,-1.0716568856613726
Komi,Unigram,0.0488218,0.003288148,3.94e-4,-0.054085677,-0.064266569
Komi,Trigram,-0.4979002298999702,0.1754350093188277,-0.041130700232356536,-0.1751913842228919,-0.6021648626503279
Konkani,Unigram,-0.006921102,0.005430264,-0.004517044,0.002903346,-0.013511327
Konkani,Trigram,0.21961559502787542,0.09058251579114981,-0.09556941293575645,-0.21355583176022552,-0.9737854059782624
Korean,Unigram,0.069437636,0.004073907,-0.003703728,-0.009064165,-0.086626772
Korean,Trigram,0.4481707630491717,0.05898246073235381,-0.07805379405380253,-0.21489966179307,-0.9948940647377992
Ladino,Unigram,0.077552711,-0.001053904,-0.00170689,-0.024916629,0.155585639
Ladino,Trigram,-1.1326205923870445,0.17079110539205278,-0.01763916514148544,-0.13592848871022228,-0.11158957007736449
Lao,Unigram,-0.030054428,0.005707663,0.002504682,-0.004121229,-0.06308437
Lao,Trigram,0.13854056205732718,-0.06536527877335035,-0.039986764816350474,-0.0787871702832136,-0.4349789294460576
Latin,Unigram,0.056352576,-5.05e-4,-0.034177445,-0.054039032,0.102301819
Latin,Trigram,-0.56956218428504235,-0.06900004215501286,-0.033901731424286284,-0.21039136180523663,-0.2999591556895378
Latvian,Unigram,0.062684378,0.009148855,-0.003169163,-0.016822092,0.093928694
Latvian,Trigram,-0.4880553353193071,0.18644967074367697,-0.08176624407052706,-0.18237387981561662,-0.389120173805937
Lezgian,Unigram,0.041092308,0.040940956,0.007794765,-0.018787199,-0.105929928
Lezgian,Trigram,-0.4854184294035673,0.05695440067785318,-0.1397061256613726,-0.24628885327102318,-1.0766926797270056
Limburgish,Unigram,0.103245831,0.001973965,-0.015523263,-0.017585712,0.16621979
Limburgish,Trigram,-1.0400182789002426,0.05747966088631078,-0.1334184846017004,-0.035676596925655446,-0.0964250656629065
Lithuanian,Unigram,0.037360287,0.003119509,-0.004689888,-0.018481141,0.027554216
Lithuanian,Trigram,-0.6885115438001299,0.16297449320139548,-0.03237026621044794,-0.18668823281252078,-0.4755718091724246
Lombard,Unigram,0.048972486,-0.001626411,-0.01985093,-0.036785812,0.22015486
Lombard,Trigram,-1.2181365624423586,0.26112572642314397,-0.14530992880071775,-0.08025279812948806,-0.05311512186056699
Luganda,Unigram,0.035680046,-0.033787943,0.002192273,-0.012640288,0.090713525
Luganda,Trigram,-1.012477404774851,0.01192105385209126,-0.04687619590989286,-0.07009383524156598,-0.15026827864464437
Luxembourgish,Unigram,0.014446272,-0.017229381,0.031787064,-0.044007002,0.122006474
Luxembourgish,Trigram,-0.820041931253211,0.14552675050920946,-0.0038084740998217755,-0.12030511505887749,0.08672780154447186
Macedonian,Unigram,0.006164999,-6.53e-4,-0.00438975,-0.021152592,0.157868166
Macedonian,Trigram,-1.1629053473635933,0.09550230217583854,-0.02564434272849634,-0.19288023513140787,-0.1680912297973824
Maithili,Unigram,0.034070031,0.0211838,-0.01337281,0.014200508,-0.032047173
Maithili,Trigram,-0.04909108061019969,0.18125871856579875,-0.0968534179629737,0.1210640308050905,-0.37451192845506887
Malagasy,Unigram,0.055954885,0.03009393,-0.015854186,-0.029962903,0.137177667
Malagasy,Trigram,-1.6102756538781315,0.1525427432996243,0.04984485133868462,-0.058497038924541174,-0.22587453669417182
Malay,Unigram,-0.003296985,-7.6e-5,-0.017992321,-0.033728642,0.084026828
Malay,Trigram,-1.203566611805045,0.01710283396406003,0.04604540598220503,-0.1406589731446767,0.004114196044894011
Malayalam,Unigram,0.017329882,0.008145307,-0.007622289,-0.016239785,-0.077103445
Malayalam,Trigram,0.28313699484513355,0.025183632281604664,-0.0946011470931203,-0.16540442237346817,-0.5629417948139667
Maltese,Unigram,0.035043812,4.34e-4,-0.009262987,-0.013652145,0.119414442
Maltese,Trigram,-0.8345954275122615,-0.00201215918697306,-0.09176206790713971,-0.10217073102322391,0.08510815234619994
Manx,Unigram,0.09009085,0.003297902,-0.016831562,-0.018280305,0.085735258
Manx,Trigram,-0.9309839080941226,0.09480341173355301,-0.0691366550117088,-0.10020245533113797,-0.006012514022680118
Maori,Unigram,0.01778155,0.003677169,-0.008756409,-0.003897555,0.091233908
Maori,Trigram,-0.6485129173037406,-0.8147852179670361,0.5533553198155021,-0.20377935014815549,-0.19974034869363688
Marathi,Unigram,0.006468318,0.001626354,-0.01299883,-0.021365963,-0.197399195
Marathi,Trigram,0.4570445338780817,-3.6589865199417173e-4,-0.07501243109176543,-0.18265528675509024,-0.935132230614098
Mazandarani,Unigram,-0.015998662,-0.03018777,-0.00906575,-0.030730914,0.02080248
Mazandarani,Trigram,0.517787527179393,-0.19395923456615002,0.12718268803556487,0.05192776749969865,-0.5305194894240871
Mingrelian,Unigram,0.093852917,-0.00282185,-0.007244232,-0.006762246,0.029034089
Mingrelian,Trigram,0.5764926022708524,0.1848559776232957,-0.19703530957675017,-0.07799474113248973,-0.7617626225405165
Mirandese,Unigram,0.05146694,-0.001248454,3.61e-5,-0.002985365,0.158658652
Mirandese,Trigram,-1.1164756763124184,0.04690988350331219,0.0023389392510932625,-0.08348234776810162,-0.14446615078886707
Mongolian,Unigram,0.025354001,0.005245819,-0.00571969,-0.004655718,-0.088272642
Mongolian,Trigram,-0.9082216016720809,0.006965437501918148,-0.05455582948762022,-0.20159414088376887,-1.1786640712479342
Nahuatl,Unigram,0.121441727,-0.024613537,-0.026829647,-0.043631301,0.084995515
Nahuatl,Trigram,-0.4555036949635532,-0.09147809388693583,-0.0055999956032874365,0.6721813933542033,-0.8056100748070444
Neapolitan,Unigram,-0.006622222,0.061660737,-0.088369859,-0.020794819,0.13827263
Neapolitan,Trigram,-0.6067837912533591,0.40476571180243626,-0.07357068294500553,-0.018129509365481064,0.15086869119654728
Nepali,Unigram,0.007427753,0.024372694,-0.028080694,0.008949468,-0.038165268
Nepali,Trigram,0.0233724412041639,0.12653849689306576,0.10832749142056125,-0.21346288358497567,-0.24610649304565016
Norman,Unigram,0.020252131,-0.026156721,-0.034131656,-0.038462081,0.227391865
Norman,Trigram,-0.8028945557687032,-0.04213215592510519,-0.27806697616349996,-0.04286260964988768,0.1546762179692283
Occitan,Unigram,0.007280662,-0.046678098,0.002234143,-0.048718706,0.179877977
Occitan,Trigram,-1.1801486211299523,-0.0809088141226947,0.01148586097031824,-0.1437669735490607,-0.0022336836811531076
Odia,Unigram,-0.16743494,0.018335176,-0.011397436,0.003929269,-0.097927681
Odia,Trigram,-0.7548473881242588,0.014223034416842719,0.10011843358241365,0.028033122884300363,0.010888628211213364
Ossetian,Unigram,-0.018353982,0.004703773,-0.003441619,-0.004577451,0.053393094
Ossetian,Trigram,-0.5670111216052316,0.11568962796571863,-0.008619499716832358,-0.16270801821597886,-0.44427739760909024
Pangasinan,Unigram,-0.005599256,0.003414246,-0.031347083,-0.056578806,-0.003220012
Pangasinan,Trigram,-0.6213433668045019,-0.05841598534259934,-0.28944990682848315,0.044130808260819436,0.1653332885463317
Papiamentu,Unigram,0.07201576,0.007778444,-0.002730017,-0.018509958,0.155146373
Papiamentu,Trigram,-1.0629954964218906,0.0626111438747166,-0.005698695979170178,-0.08250078562890453,-0.11313734570132361
Pashto,Unigram,0.032023333,-0.017553557,-0.008810137,-0.009006789,0.090057132
Pashto,Trigram,0.24356980121841063,-0.08066171897716796,-0.026776625859316033,0.01907286193199888,-0.45013707552908844
Persian,Unigram,-0.003095768,-0.008442905,-0.015591372,-0.014736479,0.0130756
Persian,Trigram,0.5114337435994086,-0.21115524834296254,-0.11706505453854653,0.024302924428904235,-0.44316953145142035
Picard,Unigram,-0.006260638,-0.005223057,-0.015378214,0.001172767,0.098159133
Picard,Trigram,-0.7094306004974528,0.05927300243954741,-6.717446585114863e-4,0.06252516284634217,-0.0906405857699959
Polish,Unigram,0.061512275,0.002257216,-0.00453696,-0.022717754,0.109439328
Polish,Trigram,-0.9371692901625585,0.1324330169499221,-0.012946432978372644,-0.1320309221657703,-0.02887465795345687
Quechua,Unigram,0.013677399,-0.045708626,-0.049060636,-0.026904353,0.102865821
Quechua,Trigram,-0.4267733277846848,-0.2014136466972265,-0.08359407837073009,0.23938868748843778,-0.75476716183
Ripuarian,Unigram,-0.061907394,-0.039275679,0.016654848,0.059626675,0.2233724
Ripuarian,Trigram,-0.6509267569337288,-0.02451479333992329,-0.01253431526342437,-0.10589450404349311,0.02865603578708053
Romanian,Unigram,0.012595897,0.001262545,-0.001537216,-0.014020908,0.169799423
Romanian,Trigram,-1.0226990590683875,0.04259223741963755,0.029985477394431255,-0.05847369165882538,-0.003662152224938237
Romansh,Unigram,0.087409591,0.006486653,-0.008638679,-0.007950507,0.176505831
Romansh,Trigram,-1.1269551939029716,0.09081642157064732,-0.008757065214143728,-0.11904814275449782,-0.050112128743827984
Russian,Unigram,0.081816534,-0.001683461,-0.005356687,-0.009944874,0.114995118
Russian,Trigram,-1.0339986937745682,0.1022638196901144,-0.0018539586700332146,-0.1415357378275159,-0.19562602358339728
Rusyn,Unigram,0.042451237,-0.007972207,-0.01787851,0.00471025,0.093397374
Rusyn,Trigram,-0.8210820326974044,0.1507755370489673,-0.07788016252595913,-0.12193112344485009,-0.20103668841419708
Sakha,Unigram,0.072627319,0.02150117,-0.001051126,0.00466556,0.010479932
Sakha,Trigram,-0.955181007729507,0.10275956717629597,-0.013947082749107184,-0.23729286789761184,-1.0155513940425471
Samoan,Unigram,0.079653781,-0.00574296,0.012372764,-0.024988261,0.175431198
Samoan,Trigram,-0.8268249396051329,-0.04136331328978518,-0.0319494610622898,-0.01855802184794944,0.10997497186601696
Sanskrit,Unigram,-0.021244342,-0.016019156,-0.013492419,-0.006934408,-0.140817042
Sanskrit,Trigram,0.22732861430689016,-0.02863823696295428,0.13329751998150238,-0.03179285909463322,-0.8367308259944323
Sardinian,Unigram,0.068646324,-0.007838332,-0.00902839,-0.006498168,0.175396348
Sardinian,Trigram,-0.8508881080181284,-0.008457701302886726,-0.04138489508986377,-0.12865664366811053,-0.06688580856652984
Scots,Unigram,0.008410793,-0.014899017,-0.02419462,-0.034190074,0.147428983
Scots,Trigram,-1.056456960173621,0.03713106607827576,-0.036546717567679285,-0.06445559761729659,0.15479062158737594
Serbian,Unigram,0.032311083,0.010571625,-0.013204739,-0.007080319,0.19401721
Serbian,Trigram,-0.9381587547787323,0.12175507742697311,0.0159444161973716,-0.10812843563089469,-0.06731061873680011
Serbo-Croatian,Unigram,-0.029964209,0.04062491,-0.005533041,-0.058397378,0.237509748
Serbo-Croatian,Trigram,-0.68841377477218,0.20673652336114387,-0.197570583054845,0.05010764147242914,0.21104565850710802
Sicilian,Unigram,0.046926507,0.001167332,-0.008986768,-0.010703114,0.140217234
Sicilian,Trigram,-1.1318189069772193,0.04326299972163772,-0.06446540450833144,-0.055113635713533636,0.020341682304629266
Silesian,Unigram,-0.048676464,-0.029859087,-0.007970087,-0.022556234,0.0052246
Silesian,Trigram,-1.0119012253447206,-0.7837151304663088,1.2343405781566448,-0.3999761368153766,0.3545402127961804
Sindhi,Unigram,-0.013100649,-0.001280669,-0.00420053,-0.014429586,-0.075195496
Sindhi,Trigram,0.34623279095762305,-0.029031264273466046,-0.029686832257313972,-0.001071596186545313,-0.7199972016938097
Sinhalese,Unigram,-9.85e-4,-0.013340794,-0.005610602,-0.013751595,-0.059243694
Sinhalese,Trigram,0.35672380496083506,0.017999241477422163,-0.05786375241259486,-0.11738911733217784,-0.8006112957846617
Slovak,Unigram,0.052940375,0.003214391,-0.009894247,-0.029977835,0.077991957
Slovak,Trigram,-0.9818925635148964,0.19792284491768042,-0.18392861628867913,-0.05993806662289728,-0.1308680159242811
Slovenian,Unigram,0.058068667,-0.01524552,0.019831898,-0.040466902,0.189070299
Slovenian,Trigram,-0.9162307932696099,0.15173182597174126,-0.054784215075999725,-0.15256249016305734,-0.08935590256019056
Somali,Unigram,-0.064151434,0.00330549,-0.008088972,-0.004460437,0.114765464
Somali,Trigram,-1.0236132476166142,0.039057326748374324,0.016577606320049124,-0.08084588107875643,-0.03435811848517452
Spanish,Trigram,-1.3785670889933663,0.04008283050568704,-0.03621431950700803,-0.08802583423302279,0.0029079256482941766
Sundanese,Unigram,-6.51e-4,-0.003502607,-0.023490099,-0.021471607,0.087129495
Sundanese,Trigram,-1.596103158591676,0.4960279774430642,0.18672942664335349,-0.3131654943824259,-0.29207561159263873
Swahili,Unigram,-0.004837979,-0.007045017,0.012805719,-0.052614967,0.100399379
Swahili,Trigram,-1.2452772340314953,0.14195202965670392,-0.049756193298121525,-0.05671369020765942,0.08248324536848027
Swedish,Unigram,-0.126784443,0.08274444,-0.028320547,-0.097248848,-0.016869449
Swedish,Trigram,-0.8069199141884954,-0.05182166642607752,0.06565743330061136,0.12193408863661037,-0.764823028788401
Tajik,Unigram,0.034070867,-0.012447738,-0.015079124,-0.005425521,0.008601496
Tajik,Trigram,-0.863043410614915,-0.060245748943441396,-0.3720309013711814,0.24205204877135544,-0.8410334025702639
Tamil,Unigram,0.017286581,0.005155047,-0.006649162,-0.015518293,-0.011560103
Tamil,Trigram,0.4924899902989163,0.07231065181944941,-0.11662589156402527,-0.3640574677321515,-0.8273649948880687
Tatar,Unigram,-0.024910218,-0.024241271000000002,0.005101342,-0.002907584,-0.044683909
Tatar,Trigram,-0.7737303397158555,-0.10547175992555383,0.37043077350739395,-0.645177800794128,-1.0388456896246296
Telugu,Unigram,-0.075505014,0.019076656,-0.025973059,0.022315941,-0.032275821
