value,gram
5.365151414379753,unigram
3.9181707222202324,unigram
1.9699870331298182,unigram
4.337447657790257,unigram
2.4962884465346327,unigram
2.1710328809678234,unigram
3.575172355559519,unigram
2.5187070248873904,unigram
4.194876903689785,unigram
2.698638422311159,unigram
4.885111050338964,unigram
4.972319359866091,unigram
2.648244129750325,unigram
6.060000646412539,unigram
3.9489804553930226,unigram
5.581023359595627,unigram
4.288004765036121,unigram
5.263419970814267,unigram
4.922144033526179,unigram
3.752266457611846,unigram
4.2685770668757925,unigram
3.5802238748716038,unigram
2.9160543708595323,unigram
4.351510811154666,unigram
3.3478297802978076,unigram
4.162358223675202,unigram
2.2079761827484643,unigram
1.9469131194839036,unigram
1.8180453176850762,unigram
1.5763923207048145,unigram
2.4282716551983943,unigram
1.3353331501296108,unigram
1.9490592208862232,unigram
3.1138046338436074,unigram
1.496665286952307,unigram
2.239136138736672,unigram
1.4499753354261173,unigram
2.6531767105382804,unigram
2.807563881395167,unigram
1.650004562331958,unigram
2.4949700567570994,unigram
2.7775230359872407,unigram
1.051237994566685,unigram
2.794444766614648,unigram
1.6997034813160266,unigram
3.2229959144995837,unigram
4.371618519592226,unigram
1.8245750614160343,unigram
1.9082260567245668,unigram
4.3106666892451475,unigram
4.400983410482422,unigram
2.7315931880518862,unigram
3.633871740618068,unigram
5.230674975826793,unigram
1.3327540129137416,unigram
1.67903592510508,unigram
1.3028651002578098,unigram
3.025489173271667,unigram
2.1711414033910947,unigram
4.505962172481226,unigram
5.236952735345779,unigram
2.6175518095516543,unigram
2.6789068161789555,unigram
2.2464717135403625,unigram
5.682822867930403,unigram
4.019906400768253,unigram
1.7272097829217596,unigram
8.853803603430498,unigram
8.78248893021692,unigram
2.088474194476709,unigram
1.7468030228170832,unigram
3.666923271144224,unigram
2.781368541042264,unigram
2.6214842964856837,unigram
3.8366437698246836,unigram
4.334206311701797,unigram
1.93501690011378,unigram
3.8999162916284495,unigram
9.088303007474535,unigram
1.5075900341174728,unigram
1.4565862598390424,unigram
1.6447360513809377,unigram
2.749381378586882,unigram
2.1515725087701263,unigram
1.424592280682384,unigram
2.086394579759453,unigram
1.637534109028461,unigram
1.7623085480794116,unigram
2.21373378844498,unigram
1.8796392702864724,unigram
2.7124707564660353,unigram
1.5803418363211117,unigram
2.2320167689477017,unigram
2.1414597807075775,unigram
2.7507962463020696,unigram
6.795583153010792,unigram
2.719283312004768,unigram
2.2872110327352706,unigram
1.7566824532564724,unigram
2.367698069871843,unigram
2.706978785306899,unigram
4.728761678847361,unigram
2.513598389513627,unigram
4.364029969349524,unigram
1.635137195718709,unigram
5.102018797131375,unigram
2.6698234821531703,unigram
2.270017988009855,unigram
3.6440986853812154,unigram
5.488278730647641,unigram
5.11024229557224,unigram
6.4754796080917725,unigram
1.491522167942577,unigram
2.2090732301357368,unigram
1.2357399458412037,unigram
2.268791998800284,unigram
2.9812542840055074,unigram
1.908911633835313,unigram
1.5854011352243718,unigram
2.650911317960926,unigram
1.2147725253619193,unigram
5.100239886812613,unigram
2.052587811412213,unigram
1.5296342441482067,unigram
1.5401082784195177,unigram
1.9746368265243737,unigram
4.853497477504126,unigram
2.996873239490276,unigram
2.676508338142893,unigram
3.6075706828673546,unigram
2.8359018438883266,unigram
2.658737888052786,unigram
2.684030778518499,unigram
1.6374110331261624,unigram
2.474997104840749,unigram
1.1838074836561643,unigram
1.9332579365174611,unigram
3.69020125368737,unigram
3.833239130659195,unigram
1.2321250627018991,unigram
1.6354523536192116,unigram
9.242232790233345,unigram
2.123269776984402,unigram
2.254592074902391,unigram
2.740183005931549,unigram
2.0952529882725393,unigram
1.321646366994845,unigram
1.2103800845282997,unigram
2.7253168890892643,unigram
1.6889221693176566,unigram
1.2994371361373673,unigram
1.8402270094751647,unigram
0.9674038118704069,unigram
1.3290901426077628,unigram
1.6420558459065147,unigram
0.8193077085095415,unigram
1.4045338976390238,unigram
1.5478963693608194,unigram
2.2849686060902097,unigram
1.825187595978547,unigram
1.412267186691678,unigram
2.0375110474203018,unigram
1.446348529952835,unigram
1.7609039259602093,unigram
2.235538186960101,unigram
1.7048208332710586,unigram
3.8901991316832163,unigram
2.5776440553871396,unigram
1.7088186035332793,unigram
2.0094071306652275,unigram
1.538596863028736,unigram
1.806294358539406,unigram
2.863009305589368,unigram
2.1155840546821443,unigram
3.4628101298940512,unigram
4.229492168011234,unigram
4.668948579230291,unigram
2.030411334065503,unigram
2.41139391316677,unigram
1.5599635783913732,unigram
2.2755864697781436,unigram
1.6350171167476084,unigram
2.564728476888772,unigram
1.6383315137295411,unigram
2.2374514049239345,unigram
3.8969841293664387,unigram
2.8944863254526734,unigram
2.249939087867207,unigram
4.564743174963008,unigram
2.950081514731503,unigram
4.040371100580561,unigram
1.7854993198355418,unigram
1.8702081279908689,unigram
3.7989654469400356,unigram
3.351838629343195,unigram
6.695862461135945,unigram
8.902751973929787,unigram
1.3677316344265305,unigram
0.8048903986966911,unigram
1.4136023007091199,unigram
5.653696075546521,unigram
2.7769989146031597,unigram
3.5566387655859333,unigram
5.9816731309141264,unigram
2.483085584062395,unigram
2.8027544246092555,unigram
2.155616365120372,unigram
3.045535457153181,unigram
1.2545683469439775,unigram
1.5171878404339383,unigram
2.213018941866512,unigram
1.250758393729273,unigram
3.151168056204884,unigram
4.110660747402723,unigram
2.898904406997073,unigram
0.8177192299479428,unigram
1.1172224603426395,unigram
1.924590034630849,unigram
1.3244030003650153,unigram
1.5935333957337652,unigram
1.2478994745654592,unigram
1.3049977941663355,unigram
4.154246306036111,unigram
2.3953487930558772,unigram
3.7834865142017144,unigram
3.1261743103027912,unigram
3.8911378727481254,unigram
3.431236209610006,unigram
2.716463075271089,unigram
4.461457420048463,unigram
2.1620590719939408,unigram
3.907453691068994,unigram
3.905619484084061,unigram
3.6035687438320565,unigram
1.601469059212596,unigram
8.118147497506744,unigram
0.8658701917134137,unigram
1.5036130060815154,unigram
3.128570476443501,unigram
3.27683460192598,unigram
5.004619634654285,unigram
2.0855704257973207,unigram
1.9551435289146983,unigram
1.564707064838268,unigram
1.6728105204650312,unigram
2.1591734935534346,unigram
3.1565171086220727,unigram
1.9308983537035767,unigram
3.369963346243878,unigram
2.0085764805925517,unigram
3.0408435301237833,unigram
1.3029368870660538,unigram
2.2662338122096273,unigram
3.3563560349588837,unigram
4.451484559336725,unigram
3.56800957273397,unigram
4.580560024766601,unigram
1.8304729430142999,unigram
0.7817032122585426,unigram
1.4349162177103354,unigram
1.9105649503200164,unigram
2.340450910601778,unigram
0.3638386986907616,unigram
1.8359290770735663,unigram
3.166160239366699,unigram
1.6426785619682764,unigram
3.902781979504127,unigram
1.3506816767981205,unigram
1.1695391113792994,unigram
1.7228961128421068,unigram
2.6677257370804246,unigram
3.6829673949987423,unigram
1.673155841459284,unigram
2.320680185578477,unigram
2.643460994738343,unigram
2.602625383735773,unigram
1.748408045989255,unigram
2.5809364832452792,unigram
0.6979272529267466,unigram
0.5942839421324955,unigram
2.583399147296508,unigram
1.6003499815984847,unigram
1.3422660297351308,unigram
4.564342306276417,unigram
1.4241824618139374,unigram
2.0314751269939624,unigram
7.011921284113974,unigram
1.8712768706738583,unigram
2.0155816482082436,unigram
2.6093789013534896,unigram
0.9914106400942448,unigram
3.1754387856661594,unigram
1.203844222073469,unigram
1.2076392627494115,unigram
1.40604793428205,unigram
1.2355256358728206,unigram
0.596726160119319,unigram
0.9718363042111595,unigram
0.7815522544160798,unigram
1.467171851306888,unigram
1.0428862100278677,unigram
2.8025864365616138,unigram
1.910222633944021,unigram
0.6588001788576863,unigram
2.5775078702716785,unigram
1.1634428761453575,unigram
3.339787875054494,unigram
2.0313836857232643,unigram
2.7736135065550678,unigram
2.12620648398595,unigram
1.2513017123940644,unigram
3.657192445808729,unigram
1.3696103864603892,unigram
1.7121662661407666,unigram
1.6541979561756985,unigram
0.9742224926429217,unigram
1.525438901732457,unigram
2.9986132850729166,unigram
1.159272989090308,unigram
2.4943838750686957,unigram
3.1473644781760837,unigram
3.927815325445766,unigram
1.4943799853511943,unigram
2.0210145155391355,unigram
1.614579064676907,unigram
1.965286424036099,unigram
1.8666027618296361,unigram
1.9095237340066085,unigram
1.2808335498771832,unigram
2.07666607355475,unigram
3.2853853088265956,unigram
2.674869138304046,unigram
2.426973233344822,unigram
3.4594555055501877,unigram
2.4357404398485225,unigram
3.8838080341683847,unigram
1.148798362662578,unigram
2.7640910700957617,unigram
3.0817931064575466,unigram
2.7032870717810344,unigram
4.65128049917884,unigram
6.672440467810416,unigram
1.0219822422139089,unigram
1.191236178040728,unigram
2.594872588597029,unigram
3.713273347018608,unigram
1.891259645846442,unigram
3.340799094480649,unigram
5.053934298777096,unigram
1.9342477172336112,unigram
3.0852710691491776,unigram
3.348901138821154,unigram
1.4597551264048123,unigram
1.1370909071613085,unigram
1.5624156602228334,unigram
3.3442846583554333,unigram
1.8425408696795245,unigram
2.1548352097214574,unigram
5.631585795128165,unigram
5.287386165583769,unigram
0.9331905076714353,unigram
1.531364573023116,unigram
2.433991399294228,unigram
1.808416872789973,unigram
2.132001531966972,unigram
1.8269099678748053,unigram
2.022527231380791,unigram
3.199613025429612,unigram
2.428755120829335,unigram
6.050389637006246,unigram
2.2839116052292585,unigram
3.4559223648619395,unigram
2.2901121978005303,unigram
1.2141039832135045,unigram
3.4761186244245628,unigram
0.9223541573505694,unigram
3.1339027503572656,unigram
2.3518969555019726,unigram
3.097849386568806,unigram
1.4026639903458258,unigram
6.265523505863019,unigram
1.7408505354516626,unigram
3.344017902887585,unigram
4.5849130947476855,unigram
3.261620998423682,unigram
1.8443422731790249,unigram
1.0988833829939706,unigram
0.9734733582968924,unigram
0.9692495033802295,unigram
1.1642450363435848,unigram
1.5493829320390518,unigram
1.088697051388547,unigram
1.4623512742481193,unigram
1.2606425110857984,unigram
1.7308934659415516,unigram
1.3303228607802313,unigram
0.9384673612887684,unigram
2.8375448183148486,unigram
3.0032857996965316,unigram
1.8855287205112186,unigram
2.8980791725438495,unigram
1.3905189436656564,unigram
1.08556745196652,unigram
1.3421485312816173,unigram
1.7898664240090714,unigram
0.9160607504629144,unigram
1.207603597117061,unigram
1.765011845501554,unigram
4.442001148589979,unigram
2.2001610171364008,unigram
2.0805790400977022,unigram
1.1593546274019069,unigram
0.9245880696413029,unigram
1.7219136209106964,unigram
3.1297663429850497,unigram
1.9793439952136973,unigram
1.1087638628417142,unigram
1.0596581711902524,unigram
1.027073996397462,unigram
2.0058080940149403,unigram
2.354010055375618,unigram
1.334158430546875,unigram
2.1762722884617265,unigram
1.1279602950815177,unigram
3.079031187263293,unigram
3.127155969168478,unigram
1.0965080460977021,unigram
5.405750190063941,unigram
2.741300735520678,unigram
2.202202045385108,unigram
5.178747080611762,unigram
1.3158174686890596,unigram
3.0916236072113277,unigram
1.3422040991654227,unigram
2.5522650885998988,unigram
3.3196826394349013,unigram
2.6738237371880675,unigram
0.8180058879859509,unigram
3.2509670610867207,unigram
1.7088651757046698,unigram
1.6045199319028631,unigram
1.59062062384857,unigram
1.5961167133459124,unigram
2.281040515723769,unigram
1.6946773563534525,unigram
3.298077358171222,unigram
3.7178260057397274,unigram
2.0824467995415574,unigram
4.248858853970861,unigram
2.6664119286458647,unigram
3.883765037397487,unigram
2.9666678553908987,unigram
3.7046331186244963,unigram
3.8062792385457893,unigram
2.7279167533952955,unigram
3.88687829026236,unigram
