sentence_length,word_position,H
48,27,6.734404322557997
48,28,6.778367829038315
48,29,6.766546236316526
48,30,6.785821450886246
48,31,6.793768270074609
48,32,6.778285388817024
48,33,6.782136547251668
48,34,6.792521228095404
48,35,6.774514863037985
48,36,6.794295289832171
48,37,6.748039794644763
48,38,6.780376239889
48,39,6.765395781954846
48,40,6.777993897672524
48,41,6.726822800885766
48,42,6.785634557350714
48,43,6.702967430694399
48,44,6.730872082311637
48,45,6.84077925779888
48,46,6.453644754262363
48,47,6.550663440642079
48,48,8.270959372605622
49,1,5.159198054140752
49,2,6.718205939622128
49,3,6.758276200364293
49,4,6.694271780005367
49,5,6.735408906856628
49,6,6.7686229981316774
49,7,6.8037639269148915
49,8,6.792900363079524
49,9,6.763972384241168
49,10,6.827284886860952
49,11,6.736984988793727
49,12,6.807763146924181
49,13,6.820069612818042
49,14,6.787605326734542
49,15,6.787105793073834
49,16,6.791311979038347
49,17,6.798240509323175
49,18,6.821844189796995
49,19,6.765507145249512
49,20,6.781221962985186
49,21,6.815203075610308
49,22,6.811513412533695
49,23,6.767880234428481
49,24,6.790433144056733
49,25,6.805319131866824
49,26,6.776191468056851
49,27,6.823967727958005
49,28,6.788473820111657
49,29,6.7647320164006475
49,30,6.814550052802479
49,31,6.751691273803807
49,32,6.76436171532847
49,33,6.802354715747132
49,34,6.770800796891829
49,35,6.7701204612788475
49,36,6.746707234073875
49,37,6.756852549208743
49,38,6.770278791931623
49,39,6.71470469547446
49,40,6.77987242174716
49,41,6.714556946334414
49,42,6.7285681210532
49,43,6.77913837266804
49,44,6.701646096827837
49,45,6.739841552263482
49,46,6.834634127190192
49,47,6.457800766800828
49,48,6.534417944790229
49,49,8.252311963793634
50,1,5.123502959726691
50,2,6.662645708420462
50,3,6.746760828417434
50,4,6.677483485678433
50,5,6.735176771916656
50,6,6.782373698993404
50,7,6.764731027310026
50,8,6.7278451779904325
50,9,6.790836976706646
50,10,6.820669256271746
50,11,6.811297510254382
50,12,6.79023605887999
50,13,6.800626844027955
50,14,6.80986506592624
50,15,6.752460750517574
50,16,6.797554902752017
50,17,6.798977630193162
50,18,6.779937922808569
50,19,6.771209037658143
50,20,6.801722228727292
50,21,6.765075398821269
50,22,6.763129413861777
50,23,6.776554945258324
50,24,6.758827582370339
50,25,6.764161970652476
50,26,6.76947422705012
50,27,6.7554672756264
50,28,6.811503979927728
50,29,6.774785567129357
50,30,6.756780411816749
50,31,6.780942791513605
50,32,6.764317530282807
50,33,6.754418029102105
50,34,6.7209629941406
50,35,6.7610384775113
50,36,6.748080760192936
50,37,6.75992763347284
50,38,6.742361082775609
50,39,6.739269961131769
50,40,6.756231379161801
50,41,6.742656422769733
50,42,6.727909693214766
50,43,6.747136340243742
50,44,6.729805873455259
50,45,6.684800605397976
50,46,6.701027171380237
50,47,6.784736624570709
50,48,6.500774883119864
50,49,6.53073574824045
50,50,8.224137047077164
51,1,5.144374931618604
51,2,6.642094139150191
51,3,6.7174424973479665
51,4,6.668722383368966
51,5,6.695214997252984
51,6,6.752464794537692
51,7,6.720071215472168
51,8,6.7851463233183855
51,9,6.723679524007796
51,10,6.769405839507007
51,11,6.813166005481624
51,12,6.768966067157977
51,13,6.739705403929289
51,14,6.776830126838079
51,15,6.789534879036006
51,16,6.743526307865584
51,17,6.736444687209128
51,18,6.772995886364808
51,19,6.775789498031167
51,20,6.709434281312434
51,21,6.748118359759945
51,22,6.800431224726877
51,23,6.714059830329943
51,24,6.728207580165147
51,25,6.809184962441046
51,26,6.722157187745925
51,27,6.751958341538738
51,28,6.779870437852969
51,29,6.777735692090997
51,30,6.710261367539831
51,31,6.737843133357052
51,32,6.747179537325386
51,33,6.721392791671326
51,34,6.788789353763937
51,35,6.73416423537227
51,36,6.752973610078497
51,37,6.719004321512667
51,38,6.757484062674171
51,39,6.7125317209040825
51,40,6.715823682502155
51,41,6.748990788323383
51,42,6.678162110774759
51,43,6.721826171699478
51,44,6.701925781560491
51,45,6.719459035380271
51,46,6.674993579380022
51,47,6.69710924480186
51,48,6.770671167837276
51,49,6.473679051296465
51,50,6.515169594611292
51,51,8.127073855673226
52,1,5.111457487641649
52,2,6.647398653909714
52,3,6.686650989549782
52,4,6.648661931731964
52,5,6.715217987355095
52,6,6.690654708272425
52,7,6.719903604302929
52,8,6.74155613920704
52,9,6.711553026373753
52,10,6.726757069589371
52,11,6.770804848244713
52,12,6.757031761108175
52,13,6.725689392755107
52,14,6.725655073342323
52,15,6.766334310134337
52,16,6.74150037531788
52,17,6.704641696827569
52,18,6.760367521503528
52,19,6.721215380662081
52,20,6.745081946744306
52,21,6.734320926790499
52,22,6.731111565088517
52,23,6.725566139785439
52,24,6.74038423592648
52,25,6.750184301220541
52,26,6.746409861761702
52,27,6.6832996220159835
52,28,6.724396317312689
52,29,6.717275066142585
52,30,6.75009330682626
52,31,6.685450030498919
52,32,6.710097766387858
52,33,6.722491375726267
52,34,6.710665925394822
52,35,6.699555811470543
52,36,6.715706589603246
52,37,6.692265036671262
52,38,6.7176852304908845
52,39,6.710950613697382
52,40,6.734339608390706
52,41,6.694207353971974
52,42,6.7429894199798746
52,43,6.687502529027245
52,44,6.716467865456572
52,45,6.683625299163487
52,46,6.670463193985406
52,47,6.652594709803976
52,48,6.683384882323723
52,49,6.777217681680193
52,50,6.455951968506233
52,51,6.437185496195684
52,52,8.059467670512364
53,1,5.058737209165299
53,2,6.58477671283974
53,3,6.680973904356558
53,4,6.576262089860777
53,5,6.6736385737155794
53,6,6.673137517828562
53,7,6.658528658343996
53,8,6.725370584565905
53,9,6.69798206671658
53,10,6.6794513933368105
53,11,6.691939188571907
53,12,6.729217441284839
53,13,6.683919624857248
53,14,6.711218842595726
53,15,6.698413271044492
53,16,6.685945267475513
53,17,6.679668727466423
53,18,6.662302119834
53,19,6.711354646887998
53,20,6.651386545552709
53,21,6.696812488824503
53,22,6.674079079153189
53,23,6.686781192710848
53,24,6.7031366451436165
53,25,6.713806293754752
53,26,6.6653744226512615
53,27,6.691304829218027
53,28,6.663449207446632
53,29,6.667197669483029
53,30,6.687144564156311
53,31,6.6950547875427455
53,32,6.673876728103002
53,33,6.690213872588089
53,34,6.694856261919868
53,35,6.632867183550666
53,36,6.700090265977505
53,37,6.6528653915239735
53,38,6.684982004889813
53,39,6.654138752792808
53,40,6.699484837158743
53,41,6.68042652461991
53,42,6.642534699306711
53,43,6.636279578015593
53,44,6.68020954880187
53,45,6.622842228019818
53,46,6.671535357124299
53,47,6.642540600788019
53,48,6.66810177761243
53,49,6.640175877887835
53,50,6.686539261987066
53,51,6.483862622185806
53,52,6.4331187594193615
53,53,7.920286858574087
54,1,5.029900594243244
54,2,6.519651204284818
54,3,6.63323201234029
54,4,6.571449623626087
54,5,6.599424651486708
54,6,6.649686253201518
54,7,6.618312340788742
54,8,6.650612437239415
54,9,6.636681343491574
54,10,6.679183955915016
54,11,6.656793612685377
54,12,6.670455140311757
54,13,6.642964659962368
54,14,6.624710150212685
54,15,6.678419923631858
54,16,6.632963698237628
54,17,6.663166407248582
54,18,6.606236394242324
54,19,6.646470613103537
54,20,6.65520407333824
54,21,6.615525473385193
54,22,6.6882192525598345
54,23,6.655017081274733
54,24,6.628746103971639
54,25,6.611285523482547
54,26,6.696056649933155
54,27,6.635534050557248
54,28,6.623974197061912
54,29,6.651090381142541
54,30,6.5965957560201565
54,31,6.599182295401228
54,32,6.628702458632033
54,33,6.630322797014275
54,34,6.6482752103764575
54,35,6.6105045286613215
54,36,6.668908777941002
54,37,6.613390617640092
54,38,6.642531465745519
54,39,6.626740901092047
54,40,6.661444589567863
54,41,6.62267696706823
54,42,6.640319801590056
54,43,6.594461977993778
54,44,6.625928533340353
54,45,6.605598916150747
54,46,6.592813573503796
54,47,6.627502256771535
54,48,6.610593636999859
54,49,6.57402812743319
54,50,6.583104607468227
54,51,6.645627559040227
54,52,6.516843963408844
54,53,6.373918099395003
54,54,7.7761898713482385
55,1,5.0372661518239
55,2,6.461008214068677
55,3,6.563225684432487
55,4,6.517237014755048
55,5,6.541785148461187
55,6,6.5973359862064
55,7,6.641846741119849
55,8,6.5798213342773275
55,9,6.611101145079707
55,10,6.601755000422138
55,11,6.6000969373606475
55,12,6.585717119455364
55,13,6.592390918709136
55,14,6.601172493724064
55,15,6.605539850538227
55,16,6.568962670804158
55,17,6.5905653801684965
55,18,6.607663197617905
55,19,6.62732657520435
55,20,6.57487328706317
55,21,6.578265349885578
55,22,6.590269115175212
55,23,6.608889998154141
55,24,6.618059317484233
55,25,6.5963458641546735
55,26,6.608982013565552
55,27,6.58335591558388
55,28,6.581436220149756
55,29,6.556534920946287
55,30,6.583763794265508
55,31,6.574412629784725
55,32,6.612206737186465
55,33,6.553883811473053
55,34,6.562924093882504
55,35,6.607061678554298
55,36,6.553070078933918
55,37,6.519008290318259
55,38,6.588642170981643
55,39,6.559150026832975
55,40,6.569216388450237
55,41,6.544331841050211
55,42,6.557875474048154
55,43,6.565409211071728
55,44,6.567286250828049
55,45,6.571249235142277
55,46,6.535688462898355
55,47,6.579704944239002
55,48,6.527321874861505
55,49,6.592414710925335
55,50,6.534946732446091
55,51,6.570286662621528
55,52,6.626733480286756
55,53,6.408007070539141
55,54,6.302151966909422
55,55,7.710585567060587
56,1,5.032163703416122
56,2,6.418538368129774
56,3,6.524900045617724
56,4,6.445925929487549
56,5,6.473918698431455
56,6,6.5324348603064255
56,7,6.589479923053415
56,8,6.49493847684692
56,9,6.5515044719693805
56,10,6.532416653044159
56,11,6.560661653663318
56,12,6.530341330352
56,13,6.511332378462846
56,14,6.5414655452917705
56,15,6.489454139630003
56,16,6.536047088222155
56,17,6.499991356751955
56,18,6.525122931187644
56,19,6.5587368049422405
56,20,6.5131045974706065
56,21,6.488816592403314
56,22,6.468657265315565
56,23,6.551110720469523
56,24,6.5271877433233385
56,25,6.542047572145964
56,26,6.498378096527164
56,27,6.49043896477964
56,28,6.499181758794713
56,29,6.488497626438072
56,30,6.542478434285304
56,31,6.493370503114321
56,32,6.584668962297918
56,33,6.468903755341265
56,34,6.548230056482355
56,35,6.526668156658435
56,36,6.500681737109672
56,37,6.507876893847418
56,38,6.5176728345139905
56,39,6.490432001095477
56,40,6.509601840971736
56,41,6.507381251631006
56,42,6.529721578072017
56,43,6.46998952637641
56,44,6.529779156602318
56,45,6.46607617884485
56,46,6.498867666176673
56,47,6.4765353176181195
56,48,6.482803984721944
56,49,6.5098785682917315
56,50,6.509034831588683
56,51,6.487502410204947
56,52,6.471285371580729
56,53,6.527891602949266
56,54,6.391158834939198
56,55,6.250632193659365
56,56,7.533762898335528
57,1,4.988051674924806
57,2,6.270954917151874
57,3,6.4326081206604595
57,4,6.427575987716958
57,5,6.372192786118807
57,6,6.4335436652000375
57,7,6.472147521326513
57,8,6.371170246696075
57,9,6.474242614882762
57,10,6.469553036973176
57,11,6.449202539547986
57,12,6.443016554992456
57,13,6.455506025421406
57,14,6.475442232013777
57,15,6.42446290690878
57,16,6.452758445721008
57,17,6.478061293542498
57,18,6.493383859474688
57,19,6.442673107751832
57,20,6.433122124957294
57,21,6.4650285352164145
57,22,6.447343162248209
57,23,6.462425452093692
57,24,6.457260607631687
57,25,6.486819360874195
57,26,6.457994715452596
57,27,6.423636683678247
57,28,6.457440875610006
57,29,6.461090083264263
57,30,6.4155645472800105
57,31,6.475204850472097
57,32,6.430262702391163
57,33,6.462716125542871
57,34,6.418295653363861
57,35,6.430244021228613
57,36,6.454006980509525
57,37,6.442685646151989
57,38,6.472305103370933
57,39,6.422362826414119
57,40,6.460557255127651
57,41,6.396846778719226
57,42,6.44904814995521
57,43,6.439754017478365
57,44,6.425451905471988
57,45,6.422861435028384
57,46,6.479012146358384
57,47,6.415106025888752
57,48,6.383213238108601
57,49,6.444901516851594
57,50,6.4605430858547
57,51,6.445667081497409
57,52,6.3943950141931225
57,53,6.370033916140529
57,54,6.533409312317796
57,55,6.292138271634698
57,56,6.156108202300962
57,57,7.375910414302872
58,1,4.910098728939793
58,2,6.1628264137752105
58,3,6.349892313054297
58,4,6.266204890310254
58,5,6.384425063758014
58,6,6.358813270688826
58,7,6.387769093929271
58,8,6.39281903015012
58,9,6.406330904645786
58,10,6.360947444401854
58,11,6.416484360977013
58,12,6.4092694453741
58,13,6.352482925944638
58,14,6.392237404823329
58,15,6.406951650305961
58,16,6.414260392674421
58,17,6.388900772649707
58,18,6.405849902791467
58,19,6.3802899305692895
58,20,6.321944235620085
58,21,6.403378171702709
58,22,6.3832067032179
58,23,6.349170171095985
58,24,6.338702485375079
58,25,6.387400310485214
58,26,6.330288271663637
58,27,6.329743876048238
58,28,6.35111056643168
58,29,6.330679317285877
58,30,6.376912882938125
58,31,6.393222380615161
58,32,6.363724081462248
58,33,6.337188606822517
58,34,6.389926377196209
58,35,6.313468004052974
58,36,6.343253769114818
58,37,6.313910661462603
58,38,6.31920712727599
58,39,6.3668429796053125
58,40,6.345376826906612
58,41,6.329358324451415
58,42,6.332886550065992
58,43,6.316005007494104
58,44,6.258063066659846
58,45,6.3904203883692166
58,46,6.300948655269567
58,47,6.309096803064982
58,48,6.341515211185914
58,49,6.2958108705732325
58,50,6.312726708401102
58,51,6.313329655919403
58,52,6.372397251904924
58,53,6.291558505907589
58,54,6.376973623964996
58,55,6.376295482223575
58,56,6.2176382273768835
58,57,6.088273343613315
58,58,7.204728569829867
59,1,4.84834795077864
59,2,6.046089586974204
59,3,6.215565017600745
59,4,6.266176165329521
59,5,6.211797849134399
59,6,6.2563347861226655
59,7,6.27654933443762
59,8,6.325541355464469
59,9,6.301150795341857
59,10,6.282950891505948
59,11,6.2715479874609885
59,12,6.31156738990848
59,13,6.23971347767289
59,14,6.236779117300355
59,15,6.281975133663953
59,16,6.269873900162913
59,17,6.26911363227795
59,18,6.224581590414894
59,19,6.320450586572601
59,20,6.2700548936219604
59,21,6.229781300717952
59,22,6.246072754989101
59,23,6.290008753069511
59,24,6.203662184608486
59,25,6.262014811876709
59,26,6.2372270936030425
59,27,6.2400914233609805
59,28,6.1950033974394465
59,29,6.240146690234911
59,30,6.2661571705823835
59,31,6.3356990473338906
59,32,6.212376140640916
59,33,6.231418766824022
59,34,6.283429798773237
59,35,6.263396457293567
59,36,6.288145880154651
59,37,6.250378984732873
59,38,6.282840415725556
59,39,6.225310463957178
59,40,6.291167280822506
59,41,6.249063976507123
59,42,6.213357839668853
59,43,6.222661134081244
59,44,6.233407728990178
59,45,6.257806639410527
59,46,6.244872910961531
59,47,6.239982459350531
59,48,6.2806304365165
59,49,6.26036378809116
59,50,6.220474991813278
59,51,6.221952559588633
59,52,6.250304376012169
59,53,6.206754126834062
59,54,6.236443316143288
59,55,6.256754698521169
59,56,6.340820530035602
59,57,6.114522596086002
59,58,6.033060485980786
59,59,7.007609973649425
60,1,4.782504285930592
60,2,6.00671286928737
60,3,6.0901678306884905
60,4,6.112681545827464
60,5,6.117717409388152
60,6,6.153963700833293
60,7,6.151220827891021
60,8,6.21134125753229
60,9,6.133264400974993
60,10,6.195168550641487
60,11,6.156299701967709
60,12,6.217465497253702
60,13,6.083796686106908
60,14,6.164005826243763
60,15,6.184323691352371
60,16,6.183508663251623
60,17,6.159349788659661
60,18,6.180263762379732
60,19,6.245209232767727
60,20,6.093567283676303
60,21,6.164753946985005
60,22,6.207846521356845
60,23,6.162982571664256
60,24,6.119541997161371
60,25,6.1720982686488775
60,26,6.130281056187413
60,27,6.099982637440862
60,28,6.142794707725764
60,29,6.116496987977771
60,30,6.191811964437246
60,31,6.197030876180041
60,32,6.150058077277944
60,33,6.19696127966551
60,34,6.145853405904367
60,35,6.147833365303723
60,36,6.11215202863906
60,37,6.110099008742792
60,38,6.168469180224473
60,39,6.178477459170344
60,40,6.20206942229225
60,41,6.052963836002015
60,42,6.182122515518186
60,43,6.10516865910711
60,44,6.130219410494275
60,45,6.132565605788693
60,46,6.17319651264084
60,47,6.161819307502144
60,48,6.080347338328976
60,49,6.224709229616012
60,50,6.132766141763074
60,51,6.168591392312782
60,52,6.125942706055618
60,53,6.1161387238028135
60,54,6.1335359589461635
60,55,6.2168621266177535
60,56,6.118431384033369
60,57,6.185417395574007
60,58,6.089705101595668
60,59,5.974455813378377
60,60,6.877367299449805
61,1,4.689894527422895
61,2,5.74308765935337
61,3,5.9825223776934076
61,4,5.908778585519767
61,5,5.971609400180807
61,6,5.999290068689651
61,7,6.00328105435358
61,8,6.060362521698168
61,9,6.004104903535639
61,10,6.029887007805823
61,11,6.045901795451482
61,12,6.026618446266075
61,13,6.02387067426954
61,14,5.996894503513574
61,15,6.092248767889883
61,16,6.038576381204464
61,17,6.025532175745572
61,18,6.024903948946511
61,19,6.048248794156317
61,20,6.01905468887269
61,21,5.9872538569675156
61,22,6.028649421263708
61,23,6.058175213115123
61,24,6.0122444965562805
61,25,6.041361620500461
61,26,5.9928846443661
61,27,5.953837250983894
61,28,6.059265973347473
61,29,6.016559979300333
61,30,6.129446160461635
61,31,5.993870815756126
61,32,6.011437279006352
61,33,6.074149895731837
61,34,6.011344617168695
61,35,6.0530545356393946
61,36,5.968547426849001
61,37,6.039736326884736
61,38,5.948897559998575
61,39,5.9689299846082475
61,40,6.0484541256571545
61,41,6.00543909867685
61,42,6.03158614879884
61,43,6.04990739076393
61,44,6.003517661392232
61,45,5.998918618907678
61,46,6.032572903826562
61,47,6.023461765420804
61,48,6.030809561358252
61,49,6.0561057084524546
61,50,6.000506585653826
61,51,6.025062706434887
61,52,6.094633180301385
61,53,5.991322400381526
61,54,5.997711417023399
61,55,6.020748546465765
61,56,6.024964648162806
61,57,6.017033231243182
61,58,6.044631105495802
61,59,5.895865071424454
61,60,5.779417313035484
61,61,6.681709945611096
62,1,4.568388617766371
62,2,5.621584982169385
62,3,5.845558134775844
62,4,5.88637146607629
62,5,5.854179546782587
62,6,5.910900711790784
62,7,5.9675903746383785
62,8,5.868980489052837
62,9,5.893126894682272
62,10,5.971533729410712
62,11,5.957531042490193
62,12,5.9486329184028035
62,13,5.956123610487644
62,14,5.96898189793081
62,15,5.936125100713102
62,16,5.977894960589743
62,17,5.883332673250435
62,18,5.894627424782786
62,19,5.988984149739385
62,20,5.918291875370852
62,21,5.938718712494093
62,22,5.994222670059163
62,23,5.958255250214399
62,24,5.988574917268071
62,25,5.945364913734259
62,26,5.928642553958934
62,27,5.938094367412786
62,28,5.952524201380003
62,29,5.926045121775279
62,30,5.987156243710438
62,31,5.905659555942481
62,32,5.926625153817198
62,33,5.996186770364278
62,34,5.974780369573859
62,35,5.901019347598543
62,36,5.90727799489658
62,37,5.92342671160403
62,38,5.887049784715369
62,39,5.903233083389341
62,40,5.993279987680568
62,41,5.870169455166067
62,42,5.9255629843467545
62,43,5.9839602547181565
62,44,5.936314067763193
62,45,5.876159786449068
62,46,5.925961975641704
62,47,5.867245190205272
62,48,5.94455583472142
62,49,5.912212144909083
62,50,5.947429798820363
62,51,5.929893390941363
62,52,5.939799724808391
62,53,5.908152896360288
62,54,5.90171661817537
62,55,5.957488546992531
62,56,5.890977498656747
62,57,6.000555433862629
62,58,5.9414236771774425
62,59,5.9452573809741445
62,60,5.89363755605941
62,61,5.7365198823345445
62,62,6.553556754270857
63,1,4.543917856845604
63,2,5.54862568828222
63,3,5.706270436026225
63,4,5.696055496640864
63,5,5.724375094390798
63,6,5.762244318132375
63,7,5.7503049097284
63,8,5.875832605609968
63,9,5.765575063427431
63,10,5.83117632084442
63,11,5.838014322149956
63,12,5.787591749045275
63,13,5.827466507911509
63,14,5.799050707855184
63,15,5.930050964574536
63,16,5.7758082783814855
63,17,5.824550601455519
63,18,5.81895092376788
63,19,5.76707012693592
63,20,5.795230862868333
63,21,5.766659823436695
63,22,5.82385251423057
63,23,5.811606154036189
63,24,5.792975315668319
63,25,5.793996356300756
63,26,5.80692252473993
63,27,5.725134284371846
63,28,5.79019678877682
63,29,5.820366025854268
63,30,5.705340654680864
63,31,5.832226809135616
63,32,5.760691598101068
63,33,5.857994516864812
63,34,5.820217756254296
63,35,5.823065144229973
63,36,5.761093698790326
63,37,5.776225204639325
63,38,5.838262953547153
63,39,5.8013250509258
63,40,5.819456679575311
63,41,5.781277224801504
63,42,5.784012651740911
63,43,5.744431381004465
63,44,5.805770257118523
63,45,5.8139335061171344
63,46,5.751553410668201
63,47,5.787451915430133
63,48,5.7357389908171745
63,49,5.78828425664497
63,50,5.910300006308146
63,51,5.817903690621766
63,52,5.719400840346408
63,53,5.765417949053038
63,54,5.859509892940169
63,55,5.755030313861858
63,56,5.836385062411794
63,57,5.769181904586106
63,58,5.824251593528561
63,59,5.801682240296204
63,60,5.826167861553264
63,61,5.793404838446421
63,62,5.618436698231058
63,63,6.335685205494347
64,1,4.460753536619365
64,2,5.209646595384113
64,3,5.511526564853553
64,4,5.5865343615821415
64,5,5.635656907416716
64,6,5.677267584316368
64,7,5.621776890860808
64,8,5.544306861866852
64,9,5.671445736169687
64,10,5.668788637292345
64,11,5.673675051091274
64,12,5.619197173050989
64,13,5.614448734693547
64,14,5.722092340458955
64,15,5.694713800204513
64,16,5.691417133822872
64,17,5.681877849638111
64,18,5.683482397473833
64,19,5.701547932646107
64,20,5.673622702524568
64,21,5.746827840475173
64,22,5.601817763391829
64,23,5.659916002666542
64,24,5.648514499640352
64,25,5.646856490838402
64,26,5.704881458736518
64,27,5.670009861195937
64,28,5.6533207192844195
64,29,5.704842312661437
64,30,5.599046240552623
64,31,5.74696959842344
64,32,5.6052285492874105
64,33,5.682595913737542
64,34,5.737128538541322
64,35,5.5984707739261035
64,36,5.649967940787454
64,37,5.6601872348508735
64,38,5.706398769797164
64,39,5.626232121711603
64,40,5.656305931498803
64,41,5.583453146703731
64,42,5.6541189487566115
64,43,5.672919979975735
64,44,5.656177081421267
64,45,5.686414969521607
64,46,5.662110128008857
64,47,5.68677174198584
64,48,5.629148440700842
64,49,5.774445318193472
64,50,5.67244386339832
64,51,5.632195891785571
64,52,5.69535375895436
64,53,5.6888706068908705
64,54,5.591968622332159
64,55,5.633315291689766
64,56,5.583397594502764
64,57,5.701474376750577
64,58,5.647213199107638
64,59,5.675198292609764
64,60,5.6966486588572485
64,61,5.687578590244283
64,62,5.720638338032452
64,63,5.432078690149306
64,64,6.248369192747685
65,1,4.270463997608329
65,2,5.0795792505281625
65,3,5.418052000645091
65,4,5.459305836964139
65,5,5.469063428397428
65,6,5.601359968917798
65,7,5.52173116087352
65,8,5.595028642334408
65,9,5.63667625120771
65,10,5.509183864539441
65,11,5.5218501040842085
65,12,5.57705417125372
65,13,5.495478726936923
65,14,5.633052358040459
65,15,5.552500619692864
65,16,5.539221715022624
65,17,5.704503535381403
65,18,5.500880556036632
65,19,5.585459003736085
65,20,5.595470521116678
65,21,5.5097435885497434
65,22,5.536327759081646
65,23,5.650072549357974
65,24,5.443575697578085
65,25,5.608579364327559
65,26,5.612725969379793
65,27,5.558502320082703
65,28,5.545221353323832
65,29,5.581290890935474
65,30,5.633184320416459
65,31,5.549243630475127
65,32,5.601767797297707
65,33,5.579536953551537
65,34,5.458508686328659
65,35,5.5650568846298905
65,36,5.572944828212337
65,37,5.56536175743406
65,38,5.607941348242485
65,39,5.4299774206233
65,40,5.568222232397969
65,41,5.670812312114584
65,42,5.485414099665059
65,43,5.565772145049847
65,44,5.467901999612432
65,45,5.619207168355548
65,46,5.567211072224114
65,47,5.582208180588378
65,48,5.515677281900702
65,49,5.586372664713832
65,50,5.513497658663759
65,51,5.495353274637668
65,52,5.651880874125257
65,53,5.514614535548938
65,54,5.594620257667749
65,55,5.612789779756294
65,56,5.586738064333526
65,57,5.556907632043785
65,58,5.631278633433255
65,59,5.556683304172394
65,60,5.600479001065007
65,61,5.6768354948606365
65,62,5.576046814066951
65,63,5.606641568603114
65,64,5.425403775775254
65,65,5.966097446914831
66,1,4.098769553315448
66,2,5.003921427036685
66,3,5.1282679726896045
66,4,5.332289736813743
66,5,5.406527730322462
66,6,5.365983661125786
66,7,5.402142248660475
66,8,5.498937698297813
66,9,5.424112817254015
66,10,5.428799623480628
66,11,5.533197774681601
66,12,5.417898110690109
66,13,5.40696373283598
66,14,5.463471355167213
66,15,5.343487030072633
66,16,5.482529570353149
66,17,5.455370890862572
66,18,5.385907720817364
66,19,5.491989881426612
66,20,5.418195740404624
66,21,5.450798093365204
66,22,5.493931859013379
66,23,5.395856921971405
66,24,5.490531270921421
66,25,5.387246664457277
66,26,5.447961233651038
66,27,5.447491775520911
66,28,5.430446668630306
66,29,5.485823330451106
66,30,5.426381490210154
66,31,5.4942046618929234
66,32,5.434932532314222
66,33,5.305104210916317
66,34,5.4631451073090185
66,35,5.483609004227151
66,36,5.411299774958025
66,37,5.3210192875070215
66,38,5.484456469287315
66,39,5.49533266688365
66,40,5.367851821856426
66,41,5.479279266513803
66,42,5.387818861330109
66,43,5.406129854659422
66,44,5.422671021856513
66,45,5.4775648356423625
66,46,5.455446250157121
66,47,5.398172643058972
66,48,5.3860887985470205
66,49,5.341458675807271
66,50,5.3337342203536515
66,51,5.511475685010613
66,52,5.384939280120891
66,53,5.428122161861002
66,54,5.505008092395488
66,55,5.386434595727179
66,56,5.428240066425274
66,57,5.478375688983484
66,58,5.441155900824603
66,59,5.373960871273945
66,60,5.374996222281301
66,61,5.442813961980191
66,62,5.427174004061915
66,63,5.513935228894284
66,64,5.447867751452526
66,65,5.43862135821533
66,66,5.8408078204633895
67,1,4.114670731345809
67,2,4.799699572174832
67,3,5.183364079785833
67,4,5.277558521475955
67,5,5.209487074703044
67,6,5.278132410491566
67,7,5.289870657792488
67,8,5.354630385585925
67,9,5.237080927315839
67,10,5.233673869226208
67,11,5.374249961729386
67,12,5.304654242663171
67,13,5.331457236650555
67,14,5.335047107392152
67,15,5.206676914913285
67,16,5.2946607077501815
67,17,5.273961720911815
67,18,5.347062985853898
67,19,5.333175417879654
67,20,5.321435031455051
67,21,5.347922088356658
67,22,5.244833643456982
67,23,5.321298091703757
67,24,5.26506628165862
67,25,5.281072778351427
67,26,5.359184857200572
67,27,5.285409107725228
67,28,5.276626517482369
67,29,5.3089682599611425
67,30,5.327817109735056
67,31,5.34001487170192
67,32,5.381169857640461
67,33,5.3158981932684695
67,34,5.278725513679797
67,35,5.288685336949835
67,36,5.3093096674569
67,37,5.441252439980148
67,38,5.28465693817829
67,39,5.268713408732913
67,40,5.414580532982011
67,41,5.309920961555112
67,42,5.330377450750797
67,43,5.347379104156727
67,44,5.407854078390212
67,45,5.320733671639004
67,46,5.287349831569309
67,47,5.3280506964272885
67,48,5.313822653102567
67,49,5.345089917202423
67,50,5.349978669957926
67,51,5.323807653880666
67,52,5.359487134964698
67,53,5.35011749748302
67,54,5.189427716691853
67,55,5.383683336348107
67,56,5.377782420617083
67,57,5.389102641049398
67,58,5.396465248965807
67,59,5.325087537400099
67,60,5.292043152363515
67,61,5.371599831109166
67,62,5.283756318927625
67,63,5.252365657657982
67,64,5.296603069873058
67,65,5.28444432602999
67,66,5.1186047321811445
67,67,5.6919731783001994
68,1,4.0708903241935275
68,2,4.80914276839643
68,3,5.010881882049626
68,4,5.10876887124299
68,5,5.090030104201825
68,6,5.116588882870541
68,7,5.272185006979524
68,8,5.158845692692808
68,9,5.1025549387316085
68,10,5.222345649336743
68,11,5.254180992488215
68,12,5.204902787964069
68,13,5.25307269179498
68,14,5.183163221736972
68,15,5.278398208039099
68,16,5.200894330526529
68,17,5.209251895855536
68,18,5.271027800142558
68,19,5.174296666333837
68,20,5.222717654625638
68,21,5.241213850856016
68,22,5.270157555075763
68,23,5.174063222282735
68,24,5.152789775775826
68,25,5.288841423945687
68,26,5.094515243203226
68,27,5.175690633306063
68,28,5.173661553080906
68,29,5.160506279914679
68,30,5.16145664839013
68,31,5.244900051788563
68,32,5.205783026002099
68,33,5.251759701060042
