sentence_length,word_position,H
30,17,7.063600132620805
30,18,7.0591323663772245
30,19,7.043947829530251
30,20,7.054357621927474
30,21,7.039790782250958
30,22,7.038625957396713
30,23,7.041192940199634
30,24,7.030237928494253
30,25,6.962907328636516
30,26,7.027777912397488
30,27,7.093060081252175
30,28,6.650787955134382
30,29,6.780339792194099
30,30,8.630072061072777
31,1,5.433070370527989
31,2,7.055991638339544
31,3,7.035815825706611
31,4,6.996862522501359
31,5,7.052312735175619
31,6,7.077377858126794
31,7,7.090822517823934
31,8,7.096463495654566
31,9,7.087726991251133
31,10,7.107906811585996
31,11,7.091054083879372
31,12,7.07483591068412
31,13,7.056780728463076
31,14,7.067862737456191
31,15,7.067519993334677
31,16,7.06217433506173
31,17,7.0504819932341265
31,18,7.04868002482371
31,19,7.02214825337952
31,20,7.037999827299082
31,21,7.039453047116362
31,22,7.012872018876008
31,23,7.020592530556716
31,24,7.028350388242559
31,25,7.014732926514531
31,26,6.962864057933324
31,27,7.033186731603868
31,28,7.096964642049205
31,29,6.644373141967661
31,30,6.768881770286552
31,31,8.613868545313794
32,1,5.3984291078022615
32,2,7.029399847643034
32,3,7.017250234527204
32,4,7.0088140291298116
32,5,7.035091344832367
32,6,7.079943710382363
32,7,7.063487760064227
32,8,7.072289140781108
32,9,7.064820989503765
32,10,7.072532065586345
32,11,7.085115486289568
32,12,7.045796040269592
32,13,7.050866464206833
32,14,7.072803188646555
32,15,7.047946282624112
32,16,7.026362651465169
32,17,7.045901371361717
32,18,7.025754522052091
32,19,7.044479282201825
32,20,7.016386710825777
32,21,7.008529619288142
32,22,7.001833831393814
32,23,7.003739118490487
32,24,6.999220882861812
32,25,7.011979508923342
32,26,6.99805397647375
32,27,6.963020462460949
32,28,7.01211651847796
32,29,7.056814828998842
32,30,6.623916599706616
32,31,6.745497376386382
32,32,8.59648083618533
33,1,5.360903107846592
33,2,7.038764348263908
33,3,6.994014124708948
33,4,6.998532151082601
33,5,7.025684839654122
33,6,7.058634103895111
33,7,7.063090186331684
33,8,7.043878692229638
33,9,7.084903382525907
33,10,7.05691481544378
33,11,7.068346528887449
33,12,7.051856183020263
33,13,7.051402159629133
33,14,7.043651159074837
33,15,7.033245358304524
33,16,7.038931683628673
33,17,7.020412378907329
33,18,7.011667544144329
33,19,6.999948521228687
33,20,7.001597900441629
33,21,7.030321915977234
33,22,7.001380145347975
33,23,7.0023287342584375
33,24,6.986154872272111
33,25,6.994108302600637
33,26,6.972956472280581
33,27,7.003977042071747
33,28,6.953926757907565
33,29,6.976403002917991
33,30,7.052486879576511
33,31,6.612867802355474
33,32,6.7584762402055825
33,33,8.5748659468411
34,1,5.351020038039292
34,2,6.997129757406415
34,3,6.980134478413589
34,4,6.962159214576233
34,5,7.022487954739627
34,6,7.046608300989797
34,7,7.028380182398018
34,8,7.071323273151472
34,9,7.042261679777682
34,10,7.076602391033399
34,11,7.025011699724461
34,12,7.032047760302555
34,13,7.014135441264536
34,14,7.035813750469567
34,15,7.02530148214016
34,16,6.996161649162799
34,17,7.028187121036215
34,18,7.020047100292223
34,19,7.008837906352393
34,20,7.005402446639412
34,21,6.990049841109894
34,22,6.993236020694461
34,23,6.984767965221205
34,24,6.987358790163785
34,25,6.971680131926841
34,26,6.973267452775901
34,27,6.980251555489968
34,28,6.955810967924041
34,29,6.925315342266889
34,30,6.99099330689776
34,31,7.026594496506638
34,32,6.599466351956487
34,33,6.775191527971845
34,34,8.553035682610977
35,1,5.347151606733749
35,2,6.964141413577105
35,3,6.962606403925468
35,4,6.940572882459592
35,5,7.005703007494303
35,6,7.010032976864363
35,7,7.025755488402167
35,8,7.021229054296432
35,9,7.014910059179542
35,10,7.02613365629024
35,11,7.03376689607659
35,12,7.036345687409822
35,13,7.015186763879702
35,14,6.988838758519218
35,15,6.996329333437791
35,16,6.986199548387262
35,17,7.009537089398047
35,18,6.97235981923295
35,19,6.98024415518916
35,20,6.970248745355427
35,21,6.96568619911038
35,22,6.973874522918651
35,23,6.977679299377691
35,24,6.998129275842324
35,25,6.961942949700228
35,26,6.950759356596836
35,27,6.967485473795382
35,28,6.951548003172612
35,29,6.94577664075987
35,30,6.901464769881349
35,31,6.960887918526869
35,32,7.010568755977405
35,33,6.5762242854710315
35,34,6.737964103230444
35,35,8.525117493571372
36,1,5.314068587880152
36,2,6.951457943593414
36,3,6.9541472017191435
36,4,6.920304433122688
36,5,6.987442591667004
36,6,7.0076377185696686
36,7,6.990921200708277
36,8,7.01580328862707
36,9,6.99748295913121
36,10,7.004948404321705
36,11,7.003181914286287
36,12,7.008501227915847
36,13,7.0019887010506805
36,14,6.9720870304128395
36,15,6.983113228978884
36,16,6.958715189693922
36,17,6.970296620925557
36,18,6.9633653205621115
36,19,6.979542257547453
36,20,6.966695746082729
36,21,6.949613066397978
36,22,6.9603276090232
36,23,6.957974953074872
36,24,6.954701396494488
36,25,6.946917096038825
36,26,6.9551265213919224
36,27,6.917215061698984
36,28,6.932708858798202
36,29,6.9482341624909765
36,30,6.920962264239124
36,31,6.879633798544853
36,32,6.954521472896444
36,33,7.012681731754548
36,34,6.569036946673588
36,35,6.701638806106244
36,36,8.519497247971128
37,1,5.2741157466504625
37,2,6.949313001609896
37,3,6.922637770103003
37,4,6.914942495447249
37,5,6.951585029056476
37,6,6.992570101235841
37,7,6.99186343784398
37,8,7.000713286267929
37,9,7.009172982677981
37,10,6.9701792836090215
37,11,6.975541518047183
37,12,6.993256226776801
37,13,6.96527726851647
37,14,6.983888977804725
37,15,6.961540135757769
37,16,6.981470227346569
37,17,6.967268693023519
37,18,6.968474332698662
37,19,6.969270835707926
37,20,6.960264582829746
37,21,6.960375599093065
37,22,6.962274416938225
37,23,6.94343528275759
37,24,6.929541697543668
37,25,6.940936771678523
37,26,6.931545151704559
37,27,6.937627971040092
37,28,6.926305830905561
37,29,6.92822345549258
37,30,6.926400317803632
37,31,6.920938988693095
37,32,6.883368359593651
37,33,6.926927518803842
37,34,7.002838497660657
37,35,6.579057747729715
37,36,6.707062005418615
37,37,8.49632363335715
38,1,5.295880748788421
38,2,6.913852090221751
38,3,6.914176981292763
38,4,6.887093782113919
38,5,6.944947787631669
38,6,6.950312024762349
38,7,6.982977225857455
38,8,6.975342713654097
38,9,6.972951444296173
38,10,6.985408438135235
38,11,6.947920883671989
38,12,6.963478163576167
38,13,6.993140010755347
38,14,6.943311300287786
38,15,6.931433589387593
38,16,6.9674007553729504
38,17,6.954671089433215
38,18,6.943451421556941
38,19,6.959147375702514
38,20,6.9429682632077565
38,21,6.943633752327475
38,22,6.921487664874072
38,23,6.94174966683874
38,24,6.92463733278373
38,25,6.906792181208681
38,26,6.923614016188166
38,27,6.912840457007343
38,28,6.888834797602612
38,29,6.895672890470537
38,30,6.921272031494169
38,31,6.897419701453309
38,32,6.898910371278796
38,33,6.850863853592993
38,34,6.911748927086533
38,35,6.987819912141645
38,36,6.535250166285981
38,37,6.689678410884937
38,38,8.484667927354913
39,1,5.295642689885871
39,2,6.85695037891826
39,3,6.919038238740765
39,4,6.858871385824662
39,5,6.9078438837381615
39,6,6.939769030171195
39,7,6.9470566385943755
39,8,6.930514234506583
39,9,6.958841672381466
39,10,6.971926275261132
39,11,6.960373939823755
39,12,6.954245973409809
39,13,6.95721875661341
39,14,6.937844855724038
39,15,6.936835963801368
39,16,6.96559162817234
39,17,6.924458046222747
39,18,6.927230789123805
39,19,6.9522631182954475
39,20,6.890451632938572
39,21,6.935465087040319
39,22,6.929078140507498
39,23,6.906272659153497
39,24,6.892605598623422
39,25,6.921895570124938
39,26,6.920420584226397
39,27,6.884418357417218
39,28,6.925783857181382
39,29,6.896331319751054
39,30,6.900621381956565
39,31,6.898667101562355
39,32,6.869195096501297
39,33,6.886508819842232
39,34,6.850018102937297
39,35,6.919809467221226
39,36,6.940741001668721
39,37,6.508725515749962
39,38,6.6585278249648585
39,39,8.451504405851413
40,1,5.210421944044176
40,2,6.843164836149994
40,3,6.850161553416847
40,4,6.83627399597831
40,5,6.879380541149477
40,6,6.915685909699341
40,7,6.944094569578874
40,8,6.943016533123667
40,9,6.957431415274185
40,10,6.903528748042413
40,11,6.933646065128391
40,12,6.941132401332934
40,13,6.9224119377442435
40,14,6.932481733892208
40,15,6.928108681595063
40,16,6.924454058326945
40,17,6.869560480483355
40,18,6.9358334236094175
40,19,6.886836642592781
40,20,6.916871342017412
40,21,6.893592680105118
40,22,6.884502911145566
40,23,6.912342669142977
40,24,6.890979705577456
40,25,6.919595480018191
40,26,6.926219288088966
40,27,6.875252722654294
40,28,6.872842886816102
40,29,6.904303212984237
40,30,6.863048394737616
40,31,6.87194786888111
40,32,6.846043449597263
40,33,6.87661321793989
40,34,6.857802729601066
40,35,6.825911624635715
40,36,6.890595090391945
40,37,6.917844846126354
40,38,6.453166124875572
40,39,6.655693234778692
40,40,8.429055237425702
41,1,5.246977987576364
41,2,6.855598469898944
41,3,6.853636152519348
41,4,6.809768093375782
41,5,6.891181484007189
41,6,6.868152305348361
41,7,6.891078675599033
41,8,6.951234006440642
41,9,6.926242642396556
41,10,6.920308036026467
41,11,6.920603257646014
41,12,6.918251621951486
41,13,6.901624763658647
41,14,6.888521822572182
41,15,6.883838228422925
41,16,6.903880618407393
41,17,6.908740952063583
41,18,6.894462102796645
41,19,6.888705299551861
41,20,6.8890153862432575
41,21,6.897548072056913
41,22,6.890366782471156
41,23,6.88272604856118
41,24,6.863353872516498
41,25,6.883032525664481
41,26,6.88020722440199
41,27,6.83111232906056
41,28,6.9054110973470895
41,29,6.884248791995384
41,30,6.8575106944395134
41,31,6.86947037842227
41,32,6.822834637258349
41,33,6.839866584895499
41,34,6.8632367410849175
41,35,6.8627639524224495
41,36,6.7792089216469344
41,37,6.856892313134584
41,38,6.914698365880157
41,39,6.470527350833787
41,40,6.627495437353647
41,41,8.381497639709531
42,1,5.231835373928328
42,2,6.775008202948052
42,3,6.8512171670048225
42,4,6.806110390709197
42,5,6.836401049730943
42,6,6.885575749651996
42,7,6.861766440187331
42,8,6.884472095766072
42,9,6.903949394111739
42,10,6.9081162593217
42,11,6.8814137664267045
42,12,6.913756201872009
42,13,6.913002273970843
42,14,6.876548317832635
42,15,6.866869528879076
42,16,6.887209886954476
42,17,6.891364969268543
42,18,6.854177323507167
42,19,6.8664597773197045
42,20,6.892129182680708
42,21,6.869167029120488
42,22,6.838701629138251
42,23,6.84774127291773
42,24,6.834115670923034
42,25,6.875172758656625
42,26,6.856892073040196
42,27,6.850349470541883
42,28,6.86746933728652
42,29,6.822721456683244
42,30,6.850722955769559
42,31,6.821764570750634
42,32,6.865652861469703
42,33,6.83403152833708
42,34,6.815594592928763
42,35,6.820462335809821
42,36,6.820405229646259
42,37,6.790038104208992
42,38,6.833213979450805
42,39,6.91599334135855
42,40,6.472641072518638
42,41,6.620157557004914
42,42,8.381177020935537
43,1,5.207559225913599
43,2,6.743771745986635
43,3,6.827970043071996
43,4,6.765765741430159
43,5,6.828683390325695
43,6,6.834889859618598
43,7,6.870211979096169
43,8,6.883998239235155
43,9,6.876843981981874
43,10,6.859491182367941
43,11,6.890324227996584
43,12,6.837942920029778
43,13,6.837100498378094
43,14,6.89408599733193
43,15,6.861111835986349
43,16,6.854214077294451
43,17,6.864084760595032
43,18,6.839748913196602
43,19,6.868867362432936
43,20,6.856287153916472
43,21,6.861599901531942
43,22,6.843366491052608
43,23,6.84939230473046
43,24,6.863081589953213
43,25,6.840349570212933
43,26,6.85478686413359
43,27,6.854668661509542
43,28,6.8165070946928665
43,29,6.840802225092677
43,30,6.81758222359961
43,31,6.833676847633155
43,32,6.828569764740499
43,33,6.8218157534044455
43,34,6.836516481496258
43,35,6.823751628506518
43,36,6.794073532213072
43,37,6.850342715198601
43,38,6.767991669249683
43,39,6.814438171810308
43,40,6.890419849932969
43,41,6.442192082533217
43,42,6.607236389839615
43,43,8.352681358339845
44,1,5.2063124384737
44,2,6.745447840048191
44,3,6.816691240793585
44,4,6.7523038192956975
44,5,6.816358604255849
44,6,6.827235770799147
44,7,6.851265588227883
44,8,6.8567131697298285
44,9,6.8627421273805345
44,10,6.867285569479464
44,11,6.851981784814367
44,12,6.83245790310919
44,13,6.844313005502475
44,14,6.857662126092386
44,15,6.820612022231806
44,16,6.855824651406842
44,17,6.838111473481194
44,18,6.791639465368256
44,19,6.834581097441762
44,20,6.837263694507774
44,21,6.83998789287153
44,22,6.8287168327586025
44,23,6.82140256320059
44,24,6.852306658312918
44,25,6.835676610314077
44,26,6.832965479631072
44,27,6.8190535935085625
44,28,6.82488199918922
44,29,6.803491705525638
44,30,6.801535701122634
44,31,6.856748349730436
44,32,6.808197287628054
44,33,6.7849443300426
44,34,6.777006394096718
44,35,6.808095010103649
44,36,6.782497234316793
44,37,6.790764007226809
44,38,6.7901789300525675
44,39,6.75968108258677
44,40,6.820881582765043
44,41,6.885156665753183
44,42,6.432742402951891
44,43,6.578577421596111
44,44,8.320645115700854
45,1,5.191702006795003
45,2,6.743975049822283
45,3,6.7853084172387
45,4,6.7402087680505165
45,5,6.795533936773047
45,6,6.826827980336988
45,7,6.845140296648592
45,8,6.831583036175895
45,9,6.84729336013891
45,10,6.834160377860152
45,11,6.844997899364494
45,12,6.840906901611804
45,13,6.832435252080481
45,14,6.831138056148098
45,15,6.851037316426637
45,16,6.822320929820191
45,17,6.85904095090415
45,18,6.842822028772192
45,19,6.81130315400131
45,20,6.821715930739543
45,21,6.847726428069919
45,22,6.812289895392649
45,23,6.8037149573366795
45,24,6.829790060778321
45,25,6.838109343211597
45,26,6.810996491775065
45,27,6.803154411411746
45,28,6.834711927464589
45,29,6.783759348445787
45,30,6.847195819622884
45,31,6.8141048736644905
45,32,6.774659814740457
45,33,6.771170681390624
45,34,6.777115729243406
45,35,6.7944681457028455
45,36,6.7948989286558605
45,37,6.798124086194226
45,38,6.793732983563822
45,39,6.7709759097871745
45,40,6.754204256808709
45,41,6.797780637372258
45,42,6.877084662014906
45,43,6.440749293379479
45,44,6.587782588581718
45,45,8.316833377571024
46,1,5.215051419062049
46,2,6.761624730711473
46,3,6.797494324804834
46,4,6.716596168854215
46,5,6.747878289027014
46,6,6.812297110408131
46,7,6.810283875274993
46,8,6.839561897670681
46,9,6.817951050715791
46,10,6.834936253128896
46,11,6.838451206554955
46,12,6.851109897801298
46,13,6.813653391122641
46,14,6.829395137044307
46,15,6.797241458722996
46,16,6.8216910457554665
46,17,6.851269623133579
46,18,6.806968401166738
46,19,6.820116291339609
46,20,6.820122146085159
46,21,6.798993104032963
46,22,6.800762035978162
46,23,6.812871114818691
46,24,6.7976553695036355
46,25,6.811895378248322
46,26,6.81127181726347
46,27,6.792365562592991
46,28,6.809629892310575
46,29,6.810160103265485
46,30,6.741860100479336
46,31,6.801792753207919
46,32,6.775041793159414
46,33,6.798224040048783
46,34,6.806407017353945
46,35,6.7610859974909
46,36,6.795798107881803
46,37,6.764099989850403
46,38,6.814961381026841
46,39,6.738090947076358
46,40,6.7899722684010815
46,41,6.735536418794272
46,42,6.776588177066672
46,43,6.873573983584773
46,44,6.450457363101352
46,45,6.614974568281028
46,46,8.308345916631922
47,1,5.18511795224236
47,2,6.721131177495104
47,3,6.738997148137415
47,4,6.724045999952179
47,5,6.757698554493667
47,6,6.818937021737161
47,7,6.838463699150464
47,8,6.820446973841901
47,9,6.839460530555937
47,10,6.799859268144212
47,11,6.84592396511227
47,12,6.821870390956302
47,13,6.827165346637961
47,14,6.814376178849999
47,15,6.8085694405403014
47,16,6.823198587967485
47,17,6.8033375787795896
47,18,6.821093142261888
47,19,6.8203618749632
47,20,6.777299041430769
47,21,6.817794394139593
47,22,6.800060125537459
47,23,6.815600087855577
47,24,6.7756887274894035
47,25,6.831255902633631
47,26,6.767776316207709
47,27,6.8128384150723305
47,28,6.789766407149291
47,29,6.804180083934112
47,30,6.802413418779886
47,31,6.8027240426202695
47,32,6.800112094784608
47,33,6.742440498708658
47,34,6.791310273858694
47,35,6.797465645423463
47,36,6.754945094353236
47,37,6.781803697282618
47,38,6.751264110814807
47,39,6.787771458991757
47,40,6.744559286160293
47,41,6.774191683117376
47,42,6.713151521271035
47,43,6.801174117103997
47,44,6.84923088509531
47,45,6.466644835039674
47,46,6.55284043031948
47,47,8.293430674444618
48,1,5.1496474622876
48,2,6.7011805396709825
48,3,6.7612904262410884
48,4,6.6929202999795825
48,5,6.780682255517623
48,6,6.783176622276854
48,7,6.786949633312434
48,8,6.818714390463332
48,9,6.795135138373386
48,10,6.795147393102143
48,11,6.796949034752757
48,12,6.824114754507293
48,13,6.755188277833058
48,14,6.827954571465584
48,15,6.805190403348521
48,16,6.7967593645663165
48,17,6.791871726932908
48,18,6.755009561246276
48,19,6.84362194058793
48,20,6.7745526119136406
48,21,6.809127597072384
48,22,6.776024044189459
48,23,6.7605824517239395
48,24,6.8251616108330095
48,25,6.808210886898606
48,26,6.760063791691453
