language1,language2,cosine
Urdu,Persian,0.9471933731240013
Urdu,Tajik,0.9668752293254606
Urdu,Latin,0.9789853293541367
Urdu,Galician,0.937003461828968
Urdu,Romanian,0.9775499414583564
Urdu,Norman,0.9420400744360198
Urdu,Corsican,0.9658068967583613
Urdu,Bengali,0.996049490037033
Urdu,Waray,0.9942138555144476
Urdu,Welsh,0.9976469406310333
Urdu,Armenian,0.9281124251545324
Urdu,Korean,0.9841898839824001
Urdu,Assamese,0.9615343598353302
Urdu,Bhojpuri,0.9553715145985531
Urdu,Divehi,0.9785024628137138
Urdu,Catalan,0.9650926624202713
Urdu,Walloon,0.9836950746422765
Urdu,Yiddish,0.9695800756321863
Urdu,Maltese,0.9888840104295247
Urdu,Romansh,0.9828741007557872
Urdu,Bavarian,0.900504892188127
Urdu,Faroese,0.9921516082523618
Urdu,Ripuarian,0.9386321780464367
Urdu,Luxembourgish,0.9606573699314278
Urdu,Limburgish,0.9538928691955328
Urdu,Scots,0.969206638028155
Urdu,Zeelandic,0.920392080434853
Urdu,Aragonese,0.9946488272011091
Urdu,Asturian,0.9713086214781012
Urdu,Emilian-Romagnol,0.9607146624632292
Urdu,Extremaduran,0.9642159491732275
Urdu,Franco-Provençal,0.9905674712371176
Urdu,Friulian,0.9670778708392319
Urdu,Ladino,0.9848421680003948
Urdu,Lombard,0.9686478926477798
Urdu,Mirandese,0.9731082531144685
Urdu,Neapolitan,0.9292084148794252
Urdu,Occitan,0.9838418846696533
Urdu,Picard,0.9907749290014944
Urdu,Sardinian,0.9854883023506382
Urdu,Sicilian,0.9702930860077217
Urdu,Venetian,0.9748302410155578
Urdu,Czech,0.9692193438727029
Urdu,Rusyn,0.970937254025232
Urdu,Slovenian,0.978893741026721
Urdu,Uzbek,0.9615354751303212
Urdu,Amharic,0.9763215965227768
Urdu,Zazaki,0.9882294032734487
Urdu,Gilaki,0.9926595543583254
Urdu,Mazandarani,0.9457484608416962
Urdu,Ossetian,0.9841738190968036
Urdu,Pashto,0.9244286367111364
Urdu,Komi,0.9817640000231684
Urdu,Vepsian,0.9655109856093859
Urdu,Erzya,0.9742843231479332
Urdu,Konkani,0.9754794843598446
Urdu,Odia,0.9600017931286361
Urdu,Maithili,0.9854017153633805
Urdu,Sanskrit,0.980312278448726
