1,2,3,4,5,family,gram
0.1063253021361897,-0.1909996672373549,-0.15647910120365405,-0.06728232252204183,0.1693115181033031,Uralic,unigram
0.8144411370902551,-0.23395041748607956,0.01918710432638986,-0.059221064437147544,-0.3378605726286724,Uralic,trigram
0.11585346072292442,-0.1313401449162641,-0.03206958509892095,-0.07667059464007445,0.0835800958367658,Dravidian,unigram
0.5120270170794576,-0.18897052571913497,0.10716493674824384,0.0144395799284604,-0.3066774739803378,Dravidian,trigram
0.1502059639900895,-0.08510067663473819,0.07145034482267398,-0.18499521787046827,0.03803477935860844,Austro-Asiatic,unigram
0.8006528232677497,-0.12240349706270182,-0.26246280134214894,0.03629744995641493,-0.36751980741966517,Austro-Asiatic,trigram
-0.0003269481894278373,-0.34562539309343754,0.04966267176339467,-0.3991457232675468,0.3424468002298676,English Creole,unigram
0.7113915261527339,-0.4631712554822456,-0.3747610208514303,-0.11738779395516277,0.2439285441361052,English Creole,trigram
0.4131857979540934,-0.47159139476175316,0.2357770708716007,-0.2343998780041967,0.057028403940256656,Tupian,unigram
0.6195711291425039,-0.7298206456309293,0.005720759336733661,0.46419973076565046,-0.3596709736139583,Tupian,trigram
0.2701857621124564,-0.02710055283203827,-0.02710055283203827,-0.09373298203966292,-0.37070669722445726,Tai-Kadai,unigram
0.27655415847204445,-0.36625234230494497,-0.0060200976539312254,-0.24258205338928188,0.25570775670529355,Algic,unigram
0.46536152605790204,-0.5649990126081015,0.16810943140929457,-0.1305871023441485,0.062115157485054584,Algic,trigram
0.2603471922500189,-0.3653376523479708,-0.16112507809121412,0.17922307758475625,-0.047022278068854215,Caucasian,unigram
0.7518591410118166,-0.4133606592946266,-0.1663618330764523,0.1598528793485492,-0.4817639222208339,Caucasian,trigram
0.4395516699735147,0.06800142781602059,0.19624430784554026,-0.25750567693827,-0.4462917286968069,Japanese,unigram
