position,length,speaker,language,n,empirical_stat,ci_lower,mean,ci_upper
2,5,Adult,French,5101,1.8011622706527126,1.7853366554332606,1.8044821589714264,1.826562605250515
3,5,Adult,French,5101,1.3663089156641584,1.3378570005183734,1.368511526094327,1.3942956923141454
4,5,Adult,French,5101,1.227732316626448,1.2057455329129891,1.2254970823276559,1.2457795276533878
5,5,Adult,French,5101,1.5879826072710819,1.5515060649633734,1.586742920585764,1.6316756030562531
1,6,Adult,French,4095,7.014996980893015,6.9971403149487195,7.013932456748972,7.033258186396807
2,6,Adult,French,4095,1.820957415560954,1.7922387585768043,1.8171211867908854,1.8444950709791263
3,6,Adult,French,4095,1.3908291946546207,1.3594494855258346,1.393067292130765,1.4207887009881501
4,6,Adult,French,4095,1.2747335449679866,1.249963536325101,1.2744285029089932,1.2969596381399948
5,6,Adult,French,4095,1.2118163295135684,1.1898749553837038,1.2148248185360389,1.2351093314899193
6,6,Adult,French,4095,1.6193838982355027,1.59138757136133,1.6203806150940603,1.6506659017828942
