1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
4.23160122222987,4.596426737979821,4.478636373982458,4.3757277707639615,4.332136193981204,3.3570164825903483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.251596831708991,4.210726569523013,4.112899676244507,4.156394005668095,4.395375843526374,3.967483773961237,2.917867122731731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.276386007692308,4.302978972568523,4.146626620015406,4.105896957142857,4.3259308970330235,4.235185141321463,4.020984700257526,2.733062900482599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.3721568042351455,4.0745118828455285,3.9090962057577734,3.9944399890925557,4.198364272368169,4.1277728125436015,4.094207504008787,3.816503505585267,2.49695173005928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.2441707808094,4.131755753148644,3.9656082142650346,4.013647546608818,4.196150735522989,3.9902474677161006,4.235815190493304,4.063272756953675,3.934481976478376,2.566983873177667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.449463661012312,4.179954607419018,4.025044461120918,4.026348288586983,4.233430444792679,4.1372461373183,4.122153779149513,4.261208386472207,4.1039236390837734,3.9349993229509934,2.4740329274569572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.6214076778853315,4.789381235625423,3.4705992389626203,3.5317413702293634,3.5172509355,3.536492591354279,4.146034305018913,3.585825940273448,3.423679424194217,3.3068053975028096,3.379685424852849,2.0290476367242274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.581628056813417,4.21982834157181,4.009092055852692,3.831026066960453,3.9993207216508795,3.890624099519564,3.90025262869348,4.138790607538301,4.018993809097449,3.978271036257062,3.787664075585737,3.667689522776673,2.274132029692816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.639349373623954,4.123338112547232,3.879006163916758,3.988516588692633,4.239870989064156,4.06775621749848,3.868888446126969,3.8362535232333754,3.8794254046416636,4.0584601069207675,4.136311783566873,3.957187929262754,3.7190553648406626,2.2774828894996624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.706286148620911,3.9259566747855805,3.9857035757586146,4.0163527604256055,4.327505470602961,4.204184473619155,4.048257526005961,3.8753118894113268,3.892225956452301,3.990840535117967,4.115029656482126,4.135512574432149,3.987933330336816,3.7442611589057857,2.347233964569676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.79256296358209,2.9452761428576117,3.2476521576507484,3.409634774882782,4.189918302288511,4.10507804330617,3.407175293955005,3.146933469421915,3.021763588251548,3.355649947102237,3.3942991841159875,3.4346044172058727,3.4488618058525464,3.3717799984225456,3.2753842045188417,1.9597187759682317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.852245144402421,3.9903339734068077,3.9769289249401916,4.043348850561427,4.323352237514442,4.221932498501965,4.151517074930928,4.10761123167882,3.97085941727168,3.8580450626290816,3.863257853416192,4.020691253171,4.1088520368167964,4.113732348166043,3.9552320215068955,3.739506326432283,2.374682466889167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.704482111340206,3.999336491300746,4.073812719539275,4.127616931057387,4.346896872708065,4.264963192697641,4.161274201871045,4.122689413825652,4.0639274660921,3.9043489243072744,3.8712625195324106,3.9706296115384614,4.046423018046759,4.14575833060501,4.175378503659561,3.9853900817598187,3.749757841681142,2.399086826730366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.019054376121931,3.976994927104541,4.029324920676213,4.062944014910269,4.205616073367546,3.9698407635967965,4.129876365190594,4.0979610935735336,4.105392878066704,3.9420837381051754,3.894490017640216,3.8736320255071037,3.9221400122719055,4.071023440721103,4.133541567736431,4.088039740127085,3.948497512067323,3.7217467412717316,2.3726368727183833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
