4.418113000398826529e+01,1.861806721406249210e+01,9.579449604228152282e+00,7.821272616560986712e+00,7.446863996950489728e+00,6.832763403080003961e+00,6.701483794915936265e+00,6.492451173148814370e+00,5.967152911169555374e+00,5.933076611858700389e+00,5.937188562915082457e+00,5.917026393619218005e+00,5.890947527748685353e+00,5.915265980086701347e+00,5.881077515449151250e+00
4.415575991300283221e+01,1.867191251942734453e+01,9.690946618610970731e+00,7.963862976292155338e+00,7.499168249980193934e+00,6.897535674525265392e+00,6.391378607116726229e+00,6.592233885169401120e+00,6.066376698342164531e+00,6.377596350272400016e+00,6.356132786397068024e+00,6.033318533393564387e+00,5.960769654518237815e+00,5.971628443889597904e+00,5.977045487383334965e+00
4.405981933405347917e+01,1.868584199127164425e+01,9.787946787776700575e+00,7.956645100377158109e+00,7.514080642962670531e+00,6.942896328722733656e+00,6.440151699419201847e+00,6.412662822902924553e+00,6.406747905800619591e+00,6.039993046590264925e+00,6.025162897943698859e+00,6.066153376718785850e+00,6.024562557107178584e+00,6.009847732303782664e+00,6.032736416512208599e+00
4.411417731701303779e+01,1.853538061804741588e+01,9.541589582396859726e+00,7.831450666404755623e+00,7.407045735307937306e+00,6.755161974432823513e+00,6.629700885732961346e+00,6.432230848945915014e+00,5.947819435073801841e+00,5.899613964526284171e+00,5.863846962201330726e+00,5.906856570630617753e+00,5.852994089554123036e+00,5.849850464110564197e+00,5.841113364423362597e+00
4.413575015919851552e+01,1.839905956366212436e+01,9.597694755349026607e+00,7.836681499811210649e+00,7.390632322902217943e+00,6.811936232211722952e+00,6.276106767023768462e+00,6.237420526070292404e+00,6.196865263123179091e+00,6.238221476220773276e+00,5.853609319921950771e+00,5.910764454696525227e+00,5.803689071253314680e+00,5.867014888642509085e+00,5.874544675884837197e+00
4.418373241299257614e+01,1.862266377760872871e+01,9.670642412919779218e+00,8.020297048562598619e+00,7.577545682862080412e+00,6.992650696578711411e+00,6.837618503254854652e+00,6.631269215648497806e+00,6.093983406426109362e+00,6.091551903143450630e+00,6.084791040450938659e+00,6.098107172699697820e+00,6.100957896214591614e+00,6.050385994213329788e+00,6.060498074532760349e+00
4.424065019286436495e+01,1.856039246311262048e+01,9.596705812803847380e+00,7.950332935085399733e+00,7.534633727797925395e+00,6.947970412682636265e+00,6.412397501800691124e+00,6.607016867776852820e+00,6.040673825181106515e+00,6.034799012702491083e+00,6.026147744999122757e+00,6.020991695009549005e+00,5.938827816530701575e+00,6.003741263194493527e+00,5.981480920602774809e+00
4.403712788689097124e+01,1.862899268491663562e+01,9.626448231400171807e+00,7.934915697107306265e+00,7.582779780086451815e+00,7.003346197009869378e+00,6.871933888242763189e+00,6.420695378833643829e+00,6.098202520348174005e+00,6.376226826382050739e+00,6.082674568903619239e+00,6.075617374833643503e+00,5.974100114077860013e+00,6.010430485502920916e+00,6.026446572050314643e+00
4.422119130675611842e+01,1.852982574874727817e+01,9.641471619199377230e+00,7.885484695194704408e+00,7.469138444475433403e+00,6.816823749636022001e+00,6.677266704653987972e+00,6.463539004572472102e+00,5.900127005022651971e+00,5.829949036888130820e+00,5.815880553041146150e+00,5.864775053800863169e+00,5.847453473418838144e+00,5.827630456337790754e+00,5.855700477064208265e+00
4.410888740721016887e+01,1.865940158512011493e+01,9.705049106581435936e+00,7.976831071163711151e+00,7.555614111554302070e+00,6.958441384230924953e+00,6.809972417081722185e+00,6.400489851671153474e+00,6.345015360297313833e+00,6.393210239114661242e+00,6.039048809123351624e+00,6.056939306663982059e+00,6.002714731417398752e+00,6.024791021116752354e+00,5.975915552730240776e+00
