size,final_cost,marginal_cost,source,language,gram
6,0.377,-0.057999999999999996,wikipedia,Friulian,unigram
7,0.374,-0.0030000000000000027,wikipedia,Friulian,unigram
8,0.355,-0.019000000000000017,wikipedia,Friulian,unigram
9,0.369,0.014000000000000012,wikipedia,Friulian,unigram
10,0.36,-0.009000000000000008,wikipedia,Friulian,unigram
11,0.341,-0.01899999999999996,wikipedia,Friulian,unigram
12,0.374,0.032999999999999974,wikipedia,Friulian,unigram
13,0.37,-0.0040000000000000036,wikipedia,Friulian,unigram
14,0.351,-0.019000000000000017,wikipedia,Friulian,unigram
2,0.6,0,wikipedia,Friulian,trigram
3,0.589,-0.01100000000000001,wikipedia,Friulian,trigram
4,0.322,-0.26699999999999996,wikipedia,Friulian,trigram
5,0.323,0.0010000000000000009,wikipedia,Friulian,trigram
6,0.322,-0.0010000000000000009,wikipedia,Friulian,trigram
7,0.291,-0.031000000000000028,wikipedia,Friulian,trigram
8,0.334,0.04300000000000004,wikipedia,Friulian,trigram
9,0.291,-0.04300000000000004,wikipedia,Friulian,trigram
10,0.298,0.007000000000000006,wikipedia,Friulian,trigram
11,0.292,-0.006000000000000005,wikipedia,Friulian,trigram
12,0.284,-0.008000000000000007,wikipedia,Friulian,trigram
13,0.294,0.010000000000000009,wikipedia,Friulian,trigram
14,0.295,0.0010000000000000009,wikipedia,Friulian,trigram
2,0.579,0,wikipedia,Ladino,unigram
3,0.491,-0.08799999999999997,wikipedia,Ladino,unigram
4,0.364,-0.127,wikipedia,Ladino,unigram
5,0.371,0.007000000000000006,wikipedia,Ladino,unigram
6,0.352,-0.019000000000000017,wikipedia,Ladino,unigram
7,0.339,-0.012999999999999956,wikipedia,Ladino,unigram
8,0.367,0.02799999999999997,wikipedia,Ladino,unigram
9,0.351,-0.016000000000000014,wikipedia,Ladino,unigram
10,0.344,-0.007000000000000006,wikipedia,Ladino,unigram
11,0.348,0.0040000000000000036,wikipedia,Ladino,unigram
12,0.352,0.0040000000000000036,wikipedia,Ladino,unigram
13,0.371,0.019000000000000017,wikipedia,Ladino,unigram
14,0.367,-0.0040000000000000036,wikipedia,Ladino,unigram
2,0.842,0,wikipedia,Ladino,trigram
3,0.729,-0.11299999999999999,wikipedia,Ladino,trigram
4,0.739,0.010000000000000009,wikipedia,Ladino,trigram
5,0.753,0.014000000000000012,wikipedia,Ladino,trigram
6,0.502,-0.251,wikipedia,Ladino,trigram
7,0.538,0.03600000000000003,wikipedia,Ladino,trigram
8,0.552,0.014000000000000012,wikipedia,Ladino,trigram
9,0.573,0.020999999999999908,wikipedia,Ladino,trigram
10,0.582,0.009000000000000008,wikipedia,Ladino,trigram
11,0.567,-0.015000000000000013,wikipedia,Ladino,trigram
12,0.593,0.026000000000000023,wikipedia,Ladino,trigram
13,0.697,0.10399999999999998,wikipedia,Ladino,trigram
14,0.72,0.02300000000000002,wikipedia,Ladino,trigram
6,0.963,0,wikipedia,Lombard,trigram
7,0.867,-0.09599999999999997,wikipedia,Lombard,trigram
8,0.865,-0.0020000000000000018,wikipedia,Lombard,trigram
9,0.855,-0.010000000000000009,wikipedia,Lombard,trigram
10,0.903,0.04800000000000004,wikipedia,Lombard,trigram
11,0.911,0.008000000000000007,wikipedia,Lombard,trigram
12,0.965,0.05399999999999994,wikipedia,Lombard,trigram
13,0.928,-0.03699999999999992,wikipedia,Lombard,trigram
14,0.922,-0.006000000000000005,wikipedia,Lombard,trigram
2,0.321,0,wikipedia,Mirandese,unigram
3,0.216,-0.10500000000000001,wikipedia,Mirandese,unigram
4,0.181,-0.035,wikipedia,Mirandese,unigram
5,0.154,-0.026999999999999996,wikipedia,Mirandese,unigram
6,0.146,-0.008000000000000007,wikipedia,Mirandese,unigram
7,0.147,0.0010000000000000009,wikipedia,Mirandese,unigram
8,0.139,-0.00799999999999998,wikipedia,Mirandese,unigram
9,0.141,0.001999999999999974,wikipedia,Mirandese,unigram
10,0.17,0.029000000000000026,wikipedia,Mirandese,unigram
11,0.172,0.001999999999999974,wikipedia,Mirandese,unigram
12,0.147,-0.024999999999999994,wikipedia,Mirandese,unigram
13,0.142,-0.0050000000000000044,wikipedia,Mirandese,unigram
14,0.145,0.0030000000000000027,wikipedia,Mirandese,unigram
2,0.44,0,wikipedia,Mirandese,trigram
3,0.386,-0.05399999999999999,wikipedia,Mirandese,trigram
4,0.386,0.0,wikipedia,Mirandese,trigram
5,0.147,-0.23900000000000002,wikipedia,Mirandese,trigram
6,0.139,-0.00799999999999998,wikipedia,Mirandese,trigram
7,0.139,0.0,wikipedia,Mirandese,trigram
8,0.142,0.002999999999999975,wikipedia,Mirandese,trigram
9,0.142,0.0,wikipedia,Mirandese,trigram
10,0.143,0.0010000000000000009,wikipedia,Mirandese,trigram
11,0.139,-0.003999999999999976,wikipedia,Mirandese,trigram
12,0.147,0.00799999999999998,wikipedia,Mirandese,trigram
13,0.142,-0.0050000000000000044,wikipedia,Mirandese,trigram
14,0.144,0.0020000000000000018,wikipedia,Mirandese,trigram
2,0.363,0,wikipedia,Occitan,unigram
3,0.248,-0.11499999999999999,wikipedia,Occitan,unigram
4,0.165,-0.08299999999999999,wikipedia,Occitan,unigram
5,0.16,-0.0050000000000000044,wikipedia,Occitan,unigram
6,0.163,0.0030000000000000027,wikipedia,Occitan,unigram
7,0.154,-0.009000000000000008,wikipedia,Occitan,unigram
8,0.156,0.0020000000000000018,wikipedia,Occitan,unigram
9,0.146,-0.010000000000000009,wikipedia,Occitan,unigram
10,0.143,-0.0030000000000000027,wikipedia,Occitan,unigram
11,0.143,0.0,wikipedia,Occitan,unigram
12,0.146,0.0030000000000000027,wikipedia,Occitan,unigram
13,0.147,0.0010000000000000009,wikipedia,Occitan,unigram
14,0.147,0.0,wikipedia,Occitan,unigram
2,0.456,0,wikipedia,Occitan,trigram
3,0.413,-0.04300000000000004,wikipedia,Occitan,trigram
4,0.41,-0.0030000000000000027,wikipedia,Occitan,trigram
5,0.168,-0.24199999999999997,wikipedia,Occitan,trigram
6,0.153,-0.015000000000000013,wikipedia,Occitan,trigram
7,0.141,-0.01200000000000001,wikipedia,Occitan,trigram
8,0.143,0.0020000000000000018,wikipedia,Occitan,trigram
9,0.144,0.0010000000000000009,wikipedia,Occitan,trigram
10,0.141,-0.0030000000000000027,wikipedia,Occitan,trigram
11,0.143,0.0020000000000000018,wikipedia,Occitan,trigram
12,0.135,-0.00799999999999998,wikipedia,Occitan,trigram
13,0.127,-0.008000000000000007,wikipedia,Occitan,trigram
14,0.128,0.0010000000000000009,wikipedia,Occitan,trigram
3,0.72,0,wikipedia,Picard,unigram
4,0.568,-0.15200000000000002,wikipedia,Picard,unigram
5,0.536,-0.03199999999999992,wikipedia,Picard,unigram
6,0.537,0.0010000000000000009,wikipedia,Picard,unigram
7,0.526,-0.01100000000000001,wikipedia,Picard,unigram
8,0.503,-0.02300000000000002,wikipedia,Picard,unigram
9,0.48,-0.02300000000000002,wikipedia,Picard,unigram
10,0.484,0.0040000000000000036,wikipedia,Picard,unigram
11,0.488,0.0040000000000000036,wikipedia,Picard,unigram
12,0.495,0.007000000000000006,wikipedia,Picard,unigram
13,0.503,0.008000000000000007,wikipedia,Picard,unigram
14,0.512,0.009000000000000008,wikipedia,Picard,unigram
2,0.583,0,wikipedia,Picard,trigram
3,0.552,-0.030999999999999917,wikipedia,Picard,trigram
4,0.334,-0.21800000000000003,wikipedia,Picard,trigram
5,0.291,-0.04300000000000004,wikipedia,Picard,trigram
6,0.288,-0.0030000000000000027,wikipedia,Picard,trigram
7,0.28,-0.007999999999999952,wikipedia,Picard,trigram
8,0.28,0.0,wikipedia,Picard,trigram
9,0.283,0.002999999999999947,wikipedia,Picard,trigram
10,0.286,0.0030000000000000027,wikipedia,Picard,trigram
11,0.287,0.0010000000000000009,wikipedia,Picard,trigram
12,0.296,0.009000000000000008,wikipedia,Picard,trigram
13,0.3,0.0040000000000000036,wikipedia,Picard,trigram
14,0.299,-0.0010000000000000009,wikipedia,Picard,trigram
2,0.434,0,wikipedia,Sardinian,unigram
3,0.337,-0.09699999999999998,wikipedia,Sardinian,unigram
4,0.295,-0.04200000000000004,wikipedia,Sardinian,unigram
5,0.291,-0.0040000000000000036,wikipedia,Sardinian,unigram
6,0.255,-0.035999999999999976,wikipedia,Sardinian,unigram
7,0.275,0.020000000000000018,wikipedia,Sardinian,unigram
8,0.257,-0.018000000000000016,wikipedia,Sardinian,unigram
9,0.253,-0.0040000000000000036,wikipedia,Sardinian,unigram
10,0.251,-0.0020000000000000018,wikipedia,Sardinian,unigram
11,0.255,0.0040000000000000036,wikipedia,Sardinian,unigram
12,0.254,-0.0010000000000000009,wikipedia,Sardinian,unigram
13,0.251,-0.0030000000000000027,wikipedia,Sardinian,unigram
14,0.264,0.013000000000000012,wikipedia,Sardinian,unigram
2,0.41,0,wikipedia,Sardinian,trigram
3,0.324,-0.08599999999999997,wikipedia,Sardinian,trigram
4,0.313,-0.01100000000000001,wikipedia,Sardinian,trigram
5,0.181,-0.132,wikipedia,Sardinian,trigram
6,0.181,0.0,wikipedia,Sardinian,trigram
7,0.165,-0.015999999999999986,wikipedia,Sardinian,trigram
8,0.163,-0.0020000000000000018,wikipedia,Sardinian,trigram
9,0.164,0.0010000000000000009,wikipedia,Sardinian,trigram
10,0.167,0.0030000000000000027,wikipedia,Sardinian,trigram
11,0.169,0.0020000000000000018,wikipedia,Sardinian,trigram
12,0.17,0.0010000000000000009,wikipedia,Sardinian,trigram
13,0.171,0.0010000000000000009,wikipedia,Sardinian,trigram
14,0.177,0.005999999999999978,wikipedia,Sardinian,trigram
2,0.654,0,wikipedia,Sicilian,unigram
3,0.449,-0.20500000000000002,wikipedia,Sicilian,unigram
4,0.437,-0.01200000000000001,wikipedia,Sicilian,unigram
5,0.425,-0.01200000000000001,wikipedia,Sicilian,unigram
6,0.432,0.007000000000000006,wikipedia,Sicilian,unigram
7,0.436,0.0040000000000000036,wikipedia,Sicilian,unigram
8,0.436,0.0,wikipedia,Sicilian,unigram
9,0.443,0.007000000000000006,wikipedia,Sicilian,unigram
10,0.444,0.0010000000000000009,wikipedia,Sicilian,unigram
11,0.447,0.0030000000000000027,wikipedia,Sicilian,unigram
12,0.457,0.010000000000000009,wikipedia,Sicilian,unigram
13,0.477,0.019999999999999962,wikipedia,Sicilian,unigram
14,0.465,-0.011999999999999955,wikipedia,Sicilian,unigram
2,0.911,0,wikipedia,Sicilian,trigram
3,0.864,-0.04700000000000004,wikipedia,Sicilian,trigram
4,0.879,0.015000000000000013,wikipedia,Sicilian,trigram
5,0.452,-0.427,wikipedia,Sicilian,trigram
6,0.465,0.013000000000000012,wikipedia,Sicilian,trigram
7,0.478,0.012999999999999956,wikipedia,Sicilian,trigram
8,0.528,0.050000000000000044,wikipedia,Sicilian,trigram
9,0.544,0.016000000000000014,wikipedia,Sicilian,trigram
10,0.558,0.014000000000000012,wikipedia,Sicilian,trigram
11,0.526,-0.03200000000000003,wikipedia,Sicilian,trigram
12,0.543,0.017000000000000015,wikipedia,Sicilian,trigram
13,0.584,0.040999999999999925,wikipedia,Sicilian,trigram
14,0.599,0.015000000000000013,wikipedia,Sicilian,trigram
2,0.597,0,wikipedia,Venetian,unigram
3,0.475,-0.122,wikipedia,Venetian,unigram
4,0.477,0.0020000000000000018,wikipedia,Venetian,unigram
5,0.387,-0.08999999999999997,wikipedia,Venetian,unigram
6,0.381,-0.006000000000000005,wikipedia,Venetian,unigram
7,0.373,-0.008000000000000007,wikipedia,Venetian,unigram
8,0.404,0.031000000000000028,wikipedia,Venetian,unigram
9,0.381,-0.02300000000000002,wikipedia,Venetian,unigram
10,0.379,-0.0020000000000000018,wikipedia,Venetian,unigram
11,0.385,0.006000000000000005,wikipedia,Venetian,unigram
12,0.379,-0.006000000000000005,wikipedia,Venetian,unigram
13,0.381,0.0020000000000000018,wikipedia,Venetian,unigram
14,0.444,0.063,wikipedia,Venetian,unigram
2,0.654,0,wikipedia,Venetian,trigram
3,0.631,-0.02300000000000002,wikipedia,Venetian,trigram
4,0.57,-0.061000000000000054,wikipedia,Venetian,trigram
5,0.57,0.0,wikipedia,Venetian,trigram
6,0.321,-0.24899999999999994,wikipedia,Venetian,trigram
7,0.305,-0.016000000000000014,wikipedia,Venetian,trigram
8,0.308,0.0030000000000000027,wikipedia,Venetian,trigram
9,0.304,-0.0040000000000000036,wikipedia,Venetian,trigram
10,0.294,-0.010000000000000009,wikipedia,Venetian,trigram
11,0.296,0.0020000000000000018,wikipedia,Venetian,trigram
12,0.295,-0.0010000000000000009,wikipedia,Venetian,trigram
13,0.298,0.0030000000000000027,wikipedia,Venetian,trigram
14,0.297,-0.0010000000000000009,wikipedia,Venetian,trigram
1,0.607,0,wikipedia,Czech,unigram
2,0.166,-0.44099999999999995,wikipedia,Czech,unigram
3,0.142,-0.02400000000000002,wikipedia,Czech,unigram
4,0.129,-0.012999999999999984,wikipedia,Czech,unigram
5,0.109,-0.020000000000000004,wikipedia,Czech,unigram
6,0.11,0.0010000000000000009,wikipedia,Czech,unigram
7,0.103,-0.007000000000000006,wikipedia,Czech,unigram
8,0.108,0.0050000000000000044,wikipedia,Czech,unigram
9,0.108,0.0,wikipedia,Czech,unigram
10,0.107,-0.0010000000000000009,wikipedia,Czech,unigram
11,0.106,-0.0010000000000000009,wikipedia,Czech,unigram
12,0.107,0.0010000000000000009,wikipedia,Czech,unigram
13,0.107,0.0,wikipedia,Czech,unigram
14,0.109,0.0020000000000000018,wikipedia,Czech,unigram
2,0.562,0,wikipedia,Czech,trigram
3,0.075,-0.48700000000000004,wikipedia,Czech,trigram
4,0.048,-0.026999999999999996,wikipedia,Czech,trigram
5,0.046,-0.0020000000000000018,wikipedia,Czech,trigram
6,0.038,-0.008,wikipedia,Czech,trigram
7,0.039,0.0010000000000000009,wikipedia,Czech,trigram
8,0.038,-0.0010000000000000009,wikipedia,Czech,trigram
9,0.038,0.0,wikipedia,Czech,trigram
10,0.039,0.0010000000000000009,wikipedia,Czech,trigram
11,0.039,0.0,wikipedia,Czech,trigram
12,0.034,-0.0049999999999999975,wikipedia,Czech,trigram
13,0.035,0.0010000000000000009,wikipedia,Czech,trigram
14,0.035,0.0,wikipedia,Czech,trigram
1,0.799,0,wikipedia,Rusyn,unigram
2,0.565,-0.2340000000000001,wikipedia,Rusyn,unigram
3,0.45,-0.11499999999999994,wikipedia,Rusyn,unigram
4,0.364,-0.08600000000000002,wikipedia,Rusyn,unigram
5,0.351,-0.013000000000000012,wikipedia,Rusyn,unigram
6,0.346,-0.0050000000000000044,wikipedia,Rusyn,unigram
7,0.326,-0.019999999999999962,wikipedia,Rusyn,unigram
8,0.323,-0.0030000000000000027,wikipedia,Rusyn,unigram
9,0.318,-0.0050000000000000044,wikipedia,Rusyn,unigram
10,0.322,0.0040000000000000036,wikipedia,Rusyn,unigram
11,0.327,0.0050000000000000044,wikipedia,Rusyn,unigram
12,0.335,0.008000000000000007,wikipedia,Rusyn,unigram
13,0.344,0.008999999999999952,wikipedia,Rusyn,unigram
14,0.351,0.007000000000000006,wikipedia,Rusyn,unigram
2,0.571,0,wikipedia,Rusyn,trigram
3,0.403,-0.16799999999999993,wikipedia,Rusyn,trigram
4,0.276,-0.127,wikipedia,Rusyn,trigram
5,0.262,-0.014000000000000012,wikipedia,Rusyn,trigram
6,0.265,0.0030000000000000027,wikipedia,Rusyn,trigram
7,0.271,0.006000000000000005,wikipedia,Rusyn,trigram
8,0.27,-0.0010000000000000009,wikipedia,Rusyn,trigram
9,0.273,0.0030000000000000027,wikipedia,Rusyn,trigram
10,0.271,-0.0020000000000000018,wikipedia,Rusyn,trigram
11,0.276,0.0050000000000000044,wikipedia,Rusyn,trigram
12,0.281,0.0050000000000000044,wikipedia,Rusyn,trigram
13,0.287,0.00599999999999995,wikipedia,Rusyn,trigram
14,0.29,0.0030000000000000027,wikipedia,Rusyn,trigram
1,0.891,0,wikipedia,Slovenian,unigram
2,0.319,-0.5720000000000001,wikipedia,Slovenian,unigram
3,0.23,-0.089,wikipedia,Slovenian,unigram
4,0.138,-0.092,wikipedia,Slovenian,unigram
5,0.117,-0.021000000000000005,wikipedia,Slovenian,unigram
6,0.112,-0.0050000000000000044,wikipedia,Slovenian,unigram
7,0.094,-0.018000000000000002,wikipedia,Slovenian,unigram
8,0.069,-0.024999999999999994,wikipedia,Slovenian,unigram
9,0.07,0.0010000000000000009,wikipedia,Slovenian,unigram
10,0.071,0.000999999999999987,wikipedia,Slovenian,unigram
11,0.066,-0.0049999999999999906,wikipedia,Slovenian,unigram
12,0.067,0.0010000000000000009,wikipedia,Slovenian,unigram
13,0.068,0.0010000000000000009,wikipedia,Slovenian,unigram
14,0.076,0.007999999999999993,wikipedia,Slovenian,unigram
2,0.332,0,wikipedia,Slovenian,trigram
3,0.274,-0.057999999999999996,wikipedia,Slovenian,trigram
4,0.048,-0.22600000000000003,wikipedia,Slovenian,trigram
5,0.046,-0.0020000000000000018,wikipedia,Slovenian,trigram
6,0.031,-0.015,wikipedia,Slovenian,trigram
7,0.029,-0.0019999999999999983,wikipedia,Slovenian,trigram
8,0.03,0.0009999999999999974,wikipedia,Slovenian,trigram
9,0.03,0.0,wikipedia,Slovenian,trigram
10,0.031,0.0010000000000000009,wikipedia,Slovenian,trigram
11,0.031,0.0,wikipedia,Slovenian,trigram
12,0.031,0.0,wikipedia,Slovenian,trigram
13,0.025,-0.005999999999999998,wikipedia,Slovenian,trigram
14,0.039,0.013999999999999999,wikipedia,Slovenian,trigram
3,0.875,0,wikipedia,Uzbek,unigram
4,0.896,0.02100000000000002,wikipedia,Uzbek,unigram
5,0.751,-0.14500000000000002,wikipedia,Uzbek,unigram
6,0.76,0.009000000000000008,wikipedia,Uzbek,unigram
7,0.775,0.015000000000000013,wikipedia,Uzbek,unigram
8,0.831,0.05599999999999994,wikipedia,Uzbek,unigram
9,0.849,0.018000000000000016,wikipedia,Uzbek,unigram
10,0.867,0.018000000000000016,wikipedia,Uzbek,unigram
11,0.881,0.014000000000000012,wikipedia,Uzbek,unigram
12,0.899,0.018000000000000016,wikipedia,Uzbek,unigram
13,0.903,0.0040000000000000036,wikipedia,Uzbek,unigram
14,0.921,0.018000000000000016,wikipedia,Uzbek,unigram
2,0.969,0,wikipedia,Uzbek,trigram
3,0.615,-0.354,wikipedia,Uzbek,trigram
4,0.452,-0.16299999999999998,wikipedia,Uzbek,trigram
5,0.447,-0.0050000000000000044,wikipedia,Uzbek,trigram
6,0.444,-0.0030000000000000027,wikipedia,Uzbek,trigram
7,0.451,0.007000000000000006,wikipedia,Uzbek,trigram
8,0.455,0.0040000000000000036,wikipedia,Uzbek,trigram
9,0.461,0.006000000000000005,wikipedia,Uzbek,trigram
10,0.469,0.007999999999999952,wikipedia,Uzbek,trigram
11,0.475,0.006000000000000005,wikipedia,Uzbek,trigram
12,0.483,0.008000000000000007,wikipedia,Uzbek,trigram
13,0.49,0.007000000000000006,wikipedia,Uzbek,trigram
14,0.496,0.006000000000000005,wikipedia,Uzbek,trigram
3,0.907,0,wikipedia,Amharic,unigram
4,0.87,-0.03700000000000003,wikipedia,Amharic,unigram
5,0.874,0.0040000000000000036,wikipedia,Amharic,unigram
6,0.659,-0.21499999999999997,wikipedia,Amharic,unigram
7,0.628,-0.031000000000000028,wikipedia,Amharic,unigram
8,0.69,0.061999999999999944,wikipedia,Amharic,unigram
9,0.739,0.049000000000000044,wikipedia,Amharic,unigram
10,0.722,-0.017000000000000015,wikipedia,Amharic,unigram
11,0.78,0.05800000000000005,wikipedia,Amharic,unigram
12,0.803,0.02300000000000002,wikipedia,Amharic,unigram
13,0.807,0.0040000000000000036,wikipedia,Amharic,unigram
14,0.836,0.028999999999999915,wikipedia,Amharic,unigram
1,0.147,0,wikipedia,Amharic,trigram
3,0.777,0.63,wikipedia,Amharic,trigram
4,0.674,-0.10299999999999998,wikipedia,Amharic,trigram
5,0.649,-0.025000000000000022,wikipedia,Amharic,trigram
6,0.592,-0.05700000000000005,wikipedia,Amharic,trigram
7,0.639,0.04700000000000004,wikipedia,Amharic,trigram
8,0.569,-0.07000000000000006,wikipedia,Amharic,trigram
9,0.568,-0.0010000000000000009,wikipedia,Amharic,trigram
10,0.588,0.020000000000000018,wikipedia,Amharic,trigram
11,0.576,-0.01200000000000001,wikipedia,Amharic,trigram
12,0.576,0.0,wikipedia,Amharic,trigram
13,0.577,0.0010000000000000009,wikipedia,Amharic,trigram
14,0.582,0.0050000000000000044,wikipedia,Amharic,trigram
1,0.837,0,wikipedia,Zazaki,unigram
2,0.43,-0.407,wikipedia,Zazaki,unigram
3,0.192,-0.238,wikipedia,Zazaki,unigram
4,0.178,-0.014000000000000012,wikipedia,Zazaki,unigram
5,0.173,-0.0050000000000000044,wikipedia,Zazaki,unigram
6,0.141,-0.032,wikipedia,Zazaki,unigram
7,0.137,-0.003999999999999976,wikipedia,Zazaki,unigram
8,0.132,-0.0050000000000000044,wikipedia,Zazaki,unigram
9,0.136,0.0040000000000000036,wikipedia,Zazaki,unigram
10,0.133,-0.0030000000000000027,wikipedia,Zazaki,unigram
11,0.127,-0.006000000000000005,wikipedia,Zazaki,unigram
12,0.124,-0.0030000000000000027,wikipedia,Zazaki,unigram
13,0.131,0.007000000000000006,wikipedia,Zazaki,unigram
14,0.126,-0.0050000000000000044,wikipedia,Zazaki,unigram
2,0.212,0,wikipedia,Zazaki,trigram
3,0.196,-0.015999999999999986,wikipedia,Zazaki,trigram
4,0.195,-0.0010000000000000009,wikipedia,Zazaki,trigram
5,0.193,-0.0020000000000000018,wikipedia,Zazaki,trigram
6,0.068,-0.125,wikipedia,Zazaki,trigram
7,0.069,0.0010000000000000009,wikipedia,Zazaki,trigram
8,0.07,0.0010000000000000009,wikipedia,Zazaki,trigram
9,0.063,-0.007000000000000006,wikipedia,Zazaki,trigram
10,0.065,0.0020000000000000018,wikipedia,Zazaki,trigram
11,0.065,0.0,wikipedia,Zazaki,trigram
12,0.07,0.0050000000000000044,wikipedia,Zazaki,trigram
13,0.067,-0.0030000000000000027,wikipedia,Zazaki,trigram
14,0.068,0.0010000000000000009,wikipedia,Zazaki,trigram
3,0.989,0,wikipedia,Gilaki,unigram
4,0.917,-0.07199999999999995,wikipedia,Gilaki,unigram
5,0.862,-0.05500000000000005,wikipedia,Gilaki,unigram
6,0.896,0.03400000000000003,wikipedia,Gilaki,unigram
7,0.937,0.041000000000000036,wikipedia,Gilaki,unigram
8,0.958,0.020999999999999908,wikipedia,Gilaki,unigram
2,0.709,0,wikipedia,Gilaki,trigram
3,0.572,-0.137,wikipedia,Gilaki,trigram
4,0.327,-0.24499999999999994,wikipedia,Gilaki,trigram
5,0.34,0.013000000000000012,wikipedia,Gilaki,trigram
6,0.296,-0.04400000000000004,wikipedia,Gilaki,trigram
7,0.312,0.016000000000000014,wikipedia,Gilaki,trigram
8,0.34,0.028000000000000025,wikipedia,Gilaki,trigram
9,0.32,-0.020000000000000018,wikipedia,Gilaki,trigram
10,0.323,0.0030000000000000027,wikipedia,Gilaki,trigram
11,0.265,-0.057999999999999996,wikipedia,Gilaki,trigram
12,0.276,0.01100000000000001,wikipedia,Gilaki,trigram
13,0.275,-0.0010000000000000009,wikipedia,Gilaki,trigram
14,0.28,0.0050000000000000044,wikipedia,Gilaki,trigram
4,0.959,0,wikipedia,Mazandarani,unigram
7,0.885,-0.07399999999999995,wikipedia,Mazandarani,unigram
8,0.834,-0.051000000000000045,wikipedia,Mazandarani,unigram
9,0.843,0.009000000000000008,wikipedia,Mazandarani,unigram
10,0.85,0.007000000000000006,wikipedia,Mazandarani,unigram
11,0.851,0.0010000000000000009,wikipedia,Mazandarani,unigram
12,0.843,-0.008000000000000007,wikipedia,Mazandarani,unigram
13,0.843,0.0,wikipedia,Mazandarani,unigram
14,0.846,0.0030000000000000027,wikipedia,Mazandarani,unigram
5,0.945,0,wikipedia,Mazandarani,trigram
6,0.91,-0.03499999999999992,wikipedia,Mazandarani,trigram
7,0.873,-0.03700000000000003,wikipedia,Mazandarani,trigram
8,0.908,0.03500000000000003,wikipedia,Mazandarani,trigram
9,0.858,-0.050000000000000044,wikipedia,Mazandarani,trigram
10,0.869,0.01100000000000001,wikipedia,Mazandarani,trigram
11,0.887,0.018000000000000016,wikipedia,Mazandarani,trigram
12,0.869,-0.018000000000000016,wikipedia,Mazandarani,trigram
13,0.887,0.018000000000000016,wikipedia,Mazandarani,trigram
14,0.895,0.008000000000000007,wikipedia,Mazandarani,trigram
1,0.786,0,wikipedia,Ossetian,unigram
2,0.384,-0.402,wikipedia,Ossetian,unigram
3,0.257,-0.127,wikipedia,Ossetian,unigram
4,0.24,-0.017000000000000015,wikipedia,Ossetian,unigram
5,0.229,-0.010999999999999982,wikipedia,Ossetian,unigram
6,0.163,-0.066,wikipedia,Ossetian,unigram
7,0.162,-0.0010000000000000009,wikipedia,Ossetian,unigram
8,0.144,-0.018000000000000016,wikipedia,Ossetian,unigram
9,0.143,-0.0010000000000000009,wikipedia,Ossetian,unigram
10,0.139,-0.003999999999999976,wikipedia,Ossetian,unigram
11,0.138,-0.0010000000000000009,wikipedia,Ossetian,unigram
12,0.149,0.010999999999999982,wikipedia,Ossetian,unigram
13,0.145,-0.0040000000000000036,wikipedia,Ossetian,unigram
14,0.149,0.0040000000000000036,wikipedia,Ossetian,unigram
2,0.137,0,wikipedia,Ossetian,trigram
3,0.084,-0.053000000000000005,wikipedia,Ossetian,trigram
4,0.081,-0.0030000000000000027,wikipedia,Ossetian,trigram
5,0.077,-0.0040000000000000036,wikipedia,Ossetian,trigram
6,0.077,0.0,wikipedia,Ossetian,trigram
7,0.061,-0.016,wikipedia,Ossetian,trigram
8,0.062,0.0010000000000000009,wikipedia,Ossetian,trigram
9,0.063,0.0010000000000000009,wikipedia,Ossetian,trigram
10,0.063,0.0,wikipedia,Ossetian,trigram
11,0.064,0.0010000000000000009,wikipedia,Ossetian,trigram
12,0.065,0.0010000000000000009,wikipedia,Ossetian,trigram
13,0.065,0.0,wikipedia,Ossetian,trigram
14,0.066,0.0010000000000000009,wikipedia,Ossetian,trigram
1,0.363,0,wikipedia,Pashto,unigram
2,0.235,-0.128,wikipedia,Pashto,unigram
3,0.174,-0.061,wikipedia,Pashto,unigram
4,0.161,-0.012999999999999984,wikipedia,Pashto,unigram
5,0.125,-0.036000000000000004,wikipedia,Pashto,unigram
6,0.121,-0.0040000000000000036,wikipedia,Pashto,unigram
7,0.092,-0.028999999999999998,wikipedia,Pashto,unigram
8,0.079,-0.012999999999999998,wikipedia,Pashto,unigram
9,0.077,-0.0020000000000000018,wikipedia,Pashto,unigram
10,0.077,0.0,wikipedia,Pashto,unigram
11,0.076,-0.0010000000000000009,wikipedia,Pashto,unigram
12,0.079,0.0030000000000000027,wikipedia,Pashto,unigram
13,0.077,-0.0020000000000000018,wikipedia,Pashto,unigram
14,0.077,0.0,wikipedia,Pashto,unigram
2,0.63,0,wikipedia,Pashto,trigram
3,0.457,-0.173,wikipedia,Pashto,trigram
4,0.095,-0.362,wikipedia,Pashto,trigram
5,0.079,-0.016,wikipedia,Pashto,trigram
6,0.073,-0.006000000000000005,wikipedia,Pashto,trigram
7,0.072,-0.0010000000000000009,wikipedia,Pashto,trigram
8,0.074,0.0020000000000000018,wikipedia,Pashto,trigram
9,0.074,0.0,wikipedia,Pashto,trigram
10,0.075,0.0010000000000000009,wikipedia,Pashto,trigram
11,0.077,0.0020000000000000018,wikipedia,Pashto,trigram
12,0.075,-0.0020000000000000018,wikipedia,Pashto,trigram
13,0.076,0.0010000000000000009,wikipedia,Pashto,trigram
14,0.079,0.0030000000000000027,wikipedia,Pashto,trigram
1,0.698,0,wikipedia,Komi,unigram
2,0.487,-0.21099999999999997,wikipedia,Komi,unigram
