size,final_cost,marginal_cost,source,language,gram
2,0.415,0,wikipedia,Malay,trigram
3,0.41,-0.0050000000000000044,wikipedia,Malay,trigram
4,0.064,-0.346,wikipedia,Malay,trigram
5,0.06,-0.0040000000000000036,wikipedia,Malay,trigram
6,0.061,0.0010000000000000009,wikipedia,Malay,trigram
7,0.058,-0.0029999999999999957,wikipedia,Malay,trigram
8,0.058,0.0,wikipedia,Malay,trigram
9,0.059,0.000999999999999994,wikipedia,Malay,trigram
10,0.058,-0.000999999999999994,wikipedia,Malay,trigram
11,0.06,0.001999999999999995,wikipedia,Malay,trigram
12,0.062,0.0020000000000000018,wikipedia,Malay,trigram
13,0.062,0.0,wikipedia,Malay,trigram
14,0.062,0.0,wikipedia,Malay,trigram
4,0.929,0,wikipedia,Hakka,unigram
5,0.898,-0.031000000000000028,wikipedia,Hakka,unigram
6,0.826,-0.07200000000000006,wikipedia,Hakka,unigram
7,0.911,0.08500000000000008,wikipedia,Hakka,unigram
8,0.675,-0.236,wikipedia,Hakka,unigram
9,0.597,-0.07800000000000007,wikipedia,Hakka,unigram
10,0.637,0.040000000000000036,wikipedia,Hakka,unigram
11,0.613,-0.02400000000000002,wikipedia,Hakka,unigram
12,0.621,0.008000000000000007,wikipedia,Hakka,unigram
13,0.69,0.06899999999999995,wikipedia,Hakka,unigram
14,0.698,0.008000000000000007,wikipedia,Hakka,unigram
2,0.715,0,wikipedia,Hakka,trigram
3,0.518,-0.19699999999999995,wikipedia,Hakka,trigram
4,0.497,-0.02100000000000002,wikipedia,Hakka,trigram
5,0.491,-0.006000000000000005,wikipedia,Hakka,trigram
6,0.432,-0.059,wikipedia,Hakka,trigram
7,0.433,0.0010000000000000009,wikipedia,Hakka,trigram
8,0.41,-0.02300000000000002,wikipedia,Hakka,trigram
9,0.444,0.03400000000000003,wikipedia,Hakka,trigram
10,0.41,-0.03400000000000003,wikipedia,Hakka,trigram
11,0.408,-0.0020000000000000018,wikipedia,Hakka,trigram
12,0.414,0.006000000000000005,wikipedia,Hakka,trigram
13,0.43,0.016000000000000014,wikipedia,Hakka,trigram
14,0.42,-0.010000000000000009,wikipedia,Hakka,trigram
1,0.385,0,wikipedia,Turkish,unigram
2,0.224,-0.161,wikipedia,Turkish,unigram
3,0.156,-0.068,wikipedia,Turkish,unigram
4,0.124,-0.032,wikipedia,Turkish,unigram
5,0.119,-0.0050000000000000044,wikipedia,Turkish,unigram
6,0.119,0.0,wikipedia,Turkish,unigram
7,0.121,0.0020000000000000018,wikipedia,Turkish,unigram
8,0.123,0.0020000000000000018,wikipedia,Turkish,unigram
9,0.126,0.0030000000000000027,wikipedia,Turkish,unigram
10,0.128,0.0020000000000000018,wikipedia,Turkish,unigram
11,0.131,0.0030000000000000027,wikipedia,Turkish,unigram
12,0.134,0.0030000000000000027,wikipedia,Turkish,unigram
13,0.137,0.0030000000000000027,wikipedia,Turkish,unigram
14,0.14,0.0030000000000000027,wikipedia,Turkish,unigram
2,0.517,0,wikipedia,Turkish,trigram
3,0.062,-0.455,wikipedia,Turkish,trigram
4,0.05,-0.011999999999999997,wikipedia,Turkish,trigram
5,0.048,-0.0020000000000000018,wikipedia,Turkish,trigram
6,0.048,0.0,wikipedia,Turkish,trigram
7,0.047,-0.0010000000000000009,wikipedia,Turkish,trigram
8,0.048,0.0010000000000000009,wikipedia,Turkish,trigram
9,0.048,0.0,wikipedia,Turkish,trigram
10,0.048,0.0,wikipedia,Turkish,trigram
11,0.048,0.0,wikipedia,Turkish,trigram
12,0.048,0.0,wikipedia,Turkish,trigram
13,0.048,0.0,wikipedia,Turkish,trigram
14,0.048,0.0,wikipedia,Turkish,trigram
2,0.907,0,wikipedia,Kazakh,unigram
3,0.684,-0.22299999999999998,wikipedia,Kazakh,unigram
4,0.615,-0.06900000000000006,wikipedia,Kazakh,unigram
5,0.588,-0.027000000000000024,wikipedia,Kazakh,unigram
6,0.561,-0.026999999999999913,wikipedia,Kazakh,unigram
7,0.565,0.0039999999999998925,wikipedia,Kazakh,unigram
8,0.557,-0.007999999999999896,wikipedia,Kazakh,unigram
9,0.571,0.013999999999999901,wikipedia,Kazakh,unigram
10,0.554,-0.016999999999999904,wikipedia,Kazakh,unigram
11,0.563,0.008999999999999897,wikipedia,Kazakh,unigram
12,0.56,-0.0029999999999998916,wikipedia,Kazakh,unigram
13,0.573,0.0129999999999999,wikipedia,Kazakh,unigram
14,0.573,0.0,wikipedia,Kazakh,unigram
2,0.68,0,wikipedia,Kazakh,trigram
3,0.495,-0.18500000000000005,wikipedia,Kazakh,trigram
4,0.331,-0.16399999999999998,wikipedia,Kazakh,trigram
5,0.306,-0.025000000000000022,wikipedia,Kazakh,trigram
6,0.274,-0.03199999999999997,wikipedia,Kazakh,trigram
7,0.277,0.0030000000000000027,wikipedia,Kazakh,trigram
8,0.268,-0.009000000000000008,wikipedia,Kazakh,trigram
9,0.268,0.0,wikipedia,Kazakh,trigram
10,0.268,0.0,wikipedia,Kazakh,trigram
11,0.27,0.0020000000000000018,wikipedia,Kazakh,trigram
12,0.274,0.0040000000000000036,wikipedia,Kazakh,trigram
13,0.275,0.0010000000000000009,wikipedia,Kazakh,trigram
14,0.278,0.0030000000000000027,wikipedia,Kazakh,trigram
1,0.84,0,wikipedia,Kirghiz,unigram
2,0.589,-0.251,wikipedia,Kirghiz,unigram
3,0.437,-0.15199999999999997,wikipedia,Kirghiz,unigram
4,0.363,-0.07400000000000001,wikipedia,Kirghiz,unigram
5,0.354,-0.009000000000000008,wikipedia,Kirghiz,unigram
6,0.342,-0.011999999999999955,wikipedia,Kirghiz,unigram
7,0.329,-0.013000000000000012,wikipedia,Kirghiz,unigram
8,0.327,-0.0020000000000000018,wikipedia,Kirghiz,unigram
9,0.281,-0.045999999999999985,wikipedia,Kirghiz,unigram
10,0.273,-0.008000000000000007,wikipedia,Kirghiz,unigram
11,0.277,0.0040000000000000036,wikipedia,Kirghiz,unigram
12,0.276,-0.0010000000000000009,wikipedia,Kirghiz,unigram
13,0.269,-0.007000000000000006,wikipedia,Kirghiz,unigram
14,0.27,0.0010000000000000009,wikipedia,Kirghiz,unigram
2,0.609,0,wikipedia,Kirghiz,trigram
3,0.343,-0.26599999999999996,wikipedia,Kirghiz,trigram
4,0.25,-0.09300000000000003,wikipedia,Kirghiz,trigram
5,0.231,-0.01899999999999999,wikipedia,Kirghiz,trigram
6,0.211,-0.020000000000000018,wikipedia,Kirghiz,trigram
7,0.21,-0.0010000000000000009,wikipedia,Kirghiz,trigram
8,0.205,-0.0050000000000000044,wikipedia,Kirghiz,trigram
9,0.206,0.0010000000000000009,wikipedia,Kirghiz,trigram
10,0.208,0.0020000000000000018,wikipedia,Kirghiz,trigram
11,0.209,0.0010000000000000009,wikipedia,Kirghiz,trigram
12,0.209,0.0,wikipedia,Kirghiz,trigram
13,0.211,0.0020000000000000018,wikipedia,Kirghiz,trigram
14,0.213,0.0020000000000000018,wikipedia,Kirghiz,trigram
1,0.361,0,wikipedia,Turkmen,unigram
2,0.152,-0.209,wikipedia,Turkmen,unigram
3,0.094,-0.057999999999999996,wikipedia,Turkmen,unigram
4,0.071,-0.023000000000000007,wikipedia,Turkmen,unigram
5,0.051,-0.019999999999999997,wikipedia,Turkmen,unigram
6,0.044,-0.006999999999999999,wikipedia,Turkmen,unigram
7,0.043,-0.0010000000000000009,wikipedia,Turkmen,unigram
8,0.044,0.0010000000000000009,wikipedia,Turkmen,unigram
9,0.045,0.0010000000000000009,wikipedia,Turkmen,unigram
10,0.042,-0.0029999999999999957,wikipedia,Turkmen,unigram
11,0.046,0.003999999999999997,wikipedia,Turkmen,unigram
12,0.045,-0.0010000000000000009,wikipedia,Turkmen,unigram
13,0.046,0.0010000000000000009,wikipedia,Turkmen,unigram
14,0.043,-0.0030000000000000027,wikipedia,Turkmen,unigram
2,0.302,0,wikipedia,Turkmen,trigram
3,0.031,-0.271,wikipedia,Turkmen,trigram
4,0.016,-0.015,wikipedia,Turkmen,trigram
5,0.014,-0.002,wikipedia,Turkmen,trigram
6,0.013,-0.0010000000000000009,wikipedia,Turkmen,trigram
7,0.011,-0.002,wikipedia,Turkmen,trigram
8,0.011,0.0,wikipedia,Turkmen,trigram
9,0.011,0.0,wikipedia,Turkmen,trigram
10,0.011,0.0,wikipedia,Turkmen,trigram
11,0.011,0.0,wikipedia,Turkmen,trigram
12,0.008,-0.002999999999999999,wikipedia,Turkmen,trigram
13,0.008,0.0,wikipedia,Turkmen,trigram
14,0.008,0.0,wikipedia,Turkmen,trigram
4,0.947,0,wikipedia,Persian,unigram
5,0.833,-0.11399999999999999,wikipedia,Persian,unigram
6,0.832,-0.0010000000000000009,wikipedia,Persian,unigram
7,0.814,-0.018000000000000016,wikipedia,Persian,unigram
8,0.703,-0.11099999999999999,wikipedia,Persian,unigram
9,0.71,0.007000000000000006,wikipedia,Persian,unigram
10,0.724,0.014000000000000012,wikipedia,Persian,unigram
11,0.721,-0.0030000000000000027,wikipedia,Persian,unigram
12,0.713,-0.008000000000000007,wikipedia,Persian,unigram
13,0.712,-0.0010000000000000009,wikipedia,Persian,unigram
14,0.694,-0.018000000000000016,wikipedia,Persian,unigram
3,0.968,0,wikipedia,Persian,trigram
4,0.961,-0.007000000000000006,wikipedia,Persian,trigram
5,0.559,-0.4019999999999999,wikipedia,Persian,trigram
6,0.53,-0.029000000000000026,wikipedia,Persian,trigram
7,0.53,0.0,wikipedia,Persian,trigram
8,0.508,-0.02200000000000002,wikipedia,Persian,trigram
9,0.508,0.0,wikipedia,Persian,trigram
10,0.512,0.0040000000000000036,wikipedia,Persian,trigram
11,0.495,-0.017000000000000015,wikipedia,Persian,trigram
12,0.495,0.0,wikipedia,Persian,trigram
13,0.497,0.0020000000000000018,wikipedia,Persian,trigram
14,0.497,0.0,wikipedia,Persian,trigram
3,0.91,0,wikipedia,Tajik,trigram
4,0.809,-0.10099999999999998,wikipedia,Tajik,trigram
5,0.817,0.007999999999999896,wikipedia,Tajik,trigram
6,0.759,-0.05799999999999994,wikipedia,Tajik,trigram
7,0.663,-0.09599999999999997,wikipedia,Tajik,trigram
8,0.67,0.007000000000000006,wikipedia,Tajik,trigram
9,0.651,-0.019000000000000017,wikipedia,Tajik,trigram
10,0.665,0.014000000000000012,wikipedia,Tajik,trigram
11,0.659,-0.006000000000000005,wikipedia,Tajik,trigram
12,0.678,0.019000000000000017,wikipedia,Tajik,trigram
13,0.676,-0.0020000000000000018,wikipedia,Tajik,trigram
14,0.68,0.0040000000000000036,wikipedia,Tajik,trigram
2,0.751,0,wikipedia,Latin,unigram
3,0.692,-0.05900000000000005,wikipedia,Latin,unigram
4,0.538,-0.15399999999999991,wikipedia,Latin,unigram
5,0.593,0.05499999999999994,wikipedia,Latin,unigram
6,0.449,-0.14399999999999996,wikipedia,Latin,unigram
7,0.422,-0.027000000000000024,wikipedia,Latin,unigram
8,0.424,0.0020000000000000018,wikipedia,Latin,unigram
9,0.41,-0.014000000000000012,wikipedia,Latin,unigram
10,0.42,0.010000000000000009,wikipedia,Latin,unigram
11,0.414,-0.006000000000000005,wikipedia,Latin,unigram
12,0.433,0.019000000000000017,wikipedia,Latin,unigram
13,0.397,-0.035999999999999976,wikipedia,Latin,unigram
14,0.392,-0.0050000000000000044,wikipedia,Latin,unigram
2,0.676,0,wikipedia,Latin,trigram
3,0.497,-0.17900000000000005,wikipedia,Latin,trigram
4,0.335,-0.16199999999999998,wikipedia,Latin,trigram
5,0.321,-0.014000000000000012,wikipedia,Latin,trigram
6,0.317,-0.0040000000000000036,wikipedia,Latin,trigram
7,0.296,-0.02100000000000002,wikipedia,Latin,trigram
8,0.297,0.0010000000000000009,wikipedia,Latin,trigram
9,0.295,-0.0020000000000000018,wikipedia,Latin,trigram
10,0.295,0.0,wikipedia,Latin,trigram
11,0.302,0.007000000000000006,wikipedia,Latin,trigram
12,0.302,0.0,wikipedia,Latin,trigram
13,0.307,0.0050000000000000044,wikipedia,Latin,trigram
14,0.307,0.0,wikipedia,Latin,trigram
2,0.395,0,wikipedia,Galician,unigram
3,0.381,-0.014000000000000012,wikipedia,Galician,unigram
4,0.382,0.0010000000000000009,wikipedia,Galician,unigram
5,0.224,-0.158,wikipedia,Galician,unigram
6,0.176,-0.048000000000000015,wikipedia,Galician,unigram
7,0.168,-0.00799999999999998,wikipedia,Galician,unigram
8,0.166,-0.0020000000000000018,wikipedia,Galician,unigram
9,0.166,0.0,wikipedia,Galician,unigram
10,0.167,0.0010000000000000009,wikipedia,Galician,unigram
11,0.166,-0.0010000000000000009,wikipedia,Galician,unigram
12,0.167,0.0010000000000000009,wikipedia,Galician,unigram
13,0.168,0.0010000000000000009,wikipedia,Galician,unigram
14,0.171,0.0030000000000000027,wikipedia,Galician,unigram
2,0.763,0,wikipedia,Galician,trigram
3,0.755,-0.008000000000000007,wikipedia,Galician,trigram
4,0.756,0.0010000000000000009,wikipedia,Galician,trigram
5,0.168,-0.588,wikipedia,Galician,trigram
6,0.168,0.0,wikipedia,Galician,trigram
7,0.171,0.0030000000000000027,wikipedia,Galician,trigram
8,0.162,-0.009000000000000008,wikipedia,Galician,trigram
9,0.162,0.0,wikipedia,Galician,trigram
10,0.163,0.0010000000000000009,wikipedia,Galician,trigram
11,0.164,0.0010000000000000009,wikipedia,Galician,trigram
12,0.165,0.0010000000000000009,wikipedia,Galician,trigram
13,0.166,0.0010000000000000009,wikipedia,Galician,trigram
14,0.166,0.0,wikipedia,Galician,trigram
1,0.766,0,wikipedia,Romanian,unigram
2,0.202,-0.5640000000000001,wikipedia,Romanian,unigram
3,0.144,-0.058000000000000024,wikipedia,Romanian,unigram
4,0.138,-0.005999999999999978,wikipedia,Romanian,unigram
5,0.132,-0.006000000000000005,wikipedia,Romanian,unigram
6,0.114,-0.018000000000000002,wikipedia,Romanian,unigram
7,0.114,0.0,wikipedia,Romanian,unigram
8,0.113,-0.0010000000000000009,wikipedia,Romanian,unigram
9,0.109,-0.0040000000000000036,wikipedia,Romanian,unigram
10,0.107,-0.0020000000000000018,wikipedia,Romanian,unigram
11,0.112,0.0050000000000000044,wikipedia,Romanian,unigram
12,0.11,-0.0020000000000000018,wikipedia,Romanian,unigram
13,0.113,0.0030000000000000027,wikipedia,Romanian,unigram
14,0.11,-0.0030000000000000027,wikipedia,Romanian,unigram
2,0.366,0,wikipedia,Romanian,trigram
3,0.361,-0.0050000000000000044,wikipedia,Romanian,trigram
4,0.065,-0.296,wikipedia,Romanian,trigram
5,0.065,0.0,wikipedia,Romanian,trigram
6,0.058,-0.006999999999999999,wikipedia,Romanian,trigram
7,0.06,0.001999999999999995,wikipedia,Romanian,trigram
8,0.061,0.0010000000000000009,wikipedia,Romanian,trigram
9,0.06,-0.0010000000000000009,wikipedia,Romanian,trigram
10,0.061,0.0010000000000000009,wikipedia,Romanian,trigram
11,0.061,0.0,wikipedia,Romanian,trigram
12,0.063,0.0020000000000000018,wikipedia,Romanian,trigram
13,0.064,0.0010000000000000009,wikipedia,Romanian,trigram
14,0.067,0.0030000000000000027,wikipedia,Romanian,trigram
2,0.94,0,wikipedia,Norman,unigram
3,0.779,-0.16099999999999992,wikipedia,Norman,unigram
4,0.759,-0.020000000000000018,wikipedia,Norman,unigram
5,0.618,-0.14100000000000001,wikipedia,Norman,unigram
6,0.622,0.0040000000000000036,wikipedia,Norman,unigram
7,0.596,-0.026000000000000023,wikipedia,Norman,unigram
8,0.585,-0.01100000000000001,wikipedia,Norman,unigram
9,0.582,-0.0030000000000000027,wikipedia,Norman,unigram
10,0.588,0.006000000000000005,wikipedia,Norman,unigram
11,0.593,0.0050000000000000044,wikipedia,Norman,unigram
12,0.601,0.008000000000000007,wikipedia,Norman,unigram
13,0.608,0.007000000000000006,wikipedia,Norman,unigram
14,0.61,0.0020000000000000018,wikipedia,Norman,unigram
3,0.955,0,wikipedia,Norman,trigram
4,0.957,0.0020000000000000018,wikipedia,Norman,trigram
5,0.643,-0.31399999999999995,wikipedia,Norman,trigram
6,0.601,-0.04200000000000004,wikipedia,Norman,trigram
7,0.601,0.0,wikipedia,Norman,trigram
8,0.637,0.03600000000000003,wikipedia,Norman,trigram
9,0.613,-0.02400000000000002,wikipedia,Norman,trigram
10,0.58,-0.03300000000000003,wikipedia,Norman,trigram
11,0.586,0.006000000000000005,wikipedia,Norman,trigram
12,0.605,0.019000000000000017,wikipedia,Norman,trigram
13,0.607,0.0020000000000000018,wikipedia,Norman,trigram
14,0.611,0.0040000000000000036,wikipedia,Norman,trigram
2,0.516,0,wikipedia,Corsican,unigram
3,0.497,-0.019000000000000017,wikipedia,Corsican,unigram
4,0.343,-0.15399999999999997,wikipedia,Corsican,unigram
5,0.279,-0.064,wikipedia,Corsican,unigram
6,0.255,-0.02400000000000002,wikipedia,Corsican,unigram
7,0.269,0.014000000000000012,wikipedia,Corsican,unigram
8,0.237,-0.03200000000000003,wikipedia,Corsican,unigram
9,0.23,-0.0069999999999999785,wikipedia,Corsican,unigram
10,0.248,0.017999999999999988,wikipedia,Corsican,unigram
11,0.248,0.0,wikipedia,Corsican,unigram
12,0.246,-0.0020000000000000018,wikipedia,Corsican,unigram
13,0.246,0.0,wikipedia,Corsican,unigram
14,0.251,0.0050000000000000044,wikipedia,Corsican,unigram
2,0.604,0,wikipedia,Corsican,trigram
3,0.552,-0.051999999999999935,wikipedia,Corsican,trigram
4,0.539,-0.013000000000000012,wikipedia,Corsican,trigram
5,0.249,-0.29000000000000004,wikipedia,Corsican,trigram
6,0.245,-0.0040000000000000036,wikipedia,Corsican,trigram
7,0.25,0.0050000000000000044,wikipedia,Corsican,trigram
8,0.24,-0.010000000000000009,wikipedia,Corsican,trigram
9,0.236,-0.0040000000000000036,wikipedia,Corsican,trigram
10,0.25,0.014000000000000012,wikipedia,Corsican,trigram
11,0.256,0.006000000000000005,wikipedia,Corsican,trigram
12,0.259,0.0030000000000000027,wikipedia,Corsican,trigram
13,0.263,0.0040000000000000036,wikipedia,Corsican,trigram
14,0.269,0.006000000000000005,wikipedia,Corsican,trigram
1,0.805,0,wikipedia,Bengali,unigram
2,0.563,-0.2420000000000001,wikipedia,Bengali,unigram
3,0.386,-0.17699999999999994,wikipedia,Bengali,unigram
4,0.355,-0.031000000000000028,wikipedia,Bengali,unigram
5,0.188,-0.16699999999999998,wikipedia,Bengali,unigram
6,0.159,-0.028999999999999998,wikipedia,Bengali,unigram
7,0.154,-0.0050000000000000044,wikipedia,Bengali,unigram
8,0.156,0.0020000000000000018,wikipedia,Bengali,unigram
9,0.144,-0.01200000000000001,wikipedia,Bengali,unigram
10,0.146,0.0020000000000000018,wikipedia,Bengali,unigram
11,0.149,0.0030000000000000027,wikipedia,Bengali,unigram
12,0.126,-0.022999999999999993,wikipedia,Bengali,unigram
13,0.139,0.013000000000000012,wikipedia,Bengali,unigram
14,0.142,0.002999999999999975,wikipedia,Bengali,unigram
2,0.463,0,wikipedia,Bengali,trigram
3,0.334,-0.129,wikipedia,Bengali,trigram
4,0.099,-0.23500000000000001,wikipedia,Bengali,trigram
5,0.092,-0.007000000000000006,wikipedia,Bengali,trigram
6,0.073,-0.019000000000000003,wikipedia,Bengali,trigram
7,0.087,0.013999999999999999,wikipedia,Bengali,trigram
8,0.068,-0.01899999999999999,wikipedia,Bengali,trigram
9,0.067,-0.0010000000000000009,wikipedia,Bengali,trigram
10,0.066,-0.0010000000000000009,wikipedia,Bengali,trigram
11,0.065,-0.0010000000000000009,wikipedia,Bengali,trigram
12,0.066,0.0010000000000000009,wikipedia,Bengali,trigram
13,0.065,-0.0010000000000000009,wikipedia,Bengali,trigram
14,0.066,0.0010000000000000009,wikipedia,Bengali,trigram
2,0.387,0,wikipedia,Welsh,unigram
3,0.313,-0.07400000000000001,wikipedia,Welsh,unigram
4,0.29,-0.02300000000000002,wikipedia,Welsh,unigram
5,0.254,-0.035999999999999976,wikipedia,Welsh,unigram
6,0.249,-0.0050000000000000044,wikipedia,Welsh,unigram
7,0.279,0.030000000000000027,wikipedia,Welsh,unigram
8,0.225,-0.05400000000000002,wikipedia,Welsh,unigram
9,0.222,-0.0030000000000000027,wikipedia,Welsh,unigram
10,0.229,0.007000000000000006,wikipedia,Welsh,unigram
11,0.23,0.0010000000000000009,wikipedia,Welsh,unigram
12,0.225,-0.0050000000000000044,wikipedia,Welsh,unigram
13,0.224,-0.0010000000000000009,wikipedia,Welsh,unigram
14,0.227,0.0030000000000000027,wikipedia,Welsh,unigram
2,0.563,0,wikipedia,Welsh,trigram
3,0.453,-0.10999999999999993,wikipedia,Welsh,trigram
4,0.453,0.0,wikipedia,Welsh,trigram
5,0.379,-0.07400000000000001,wikipedia,Welsh,trigram
6,0.269,-0.10999999999999999,wikipedia,Welsh,trigram
7,0.243,-0.026000000000000023,wikipedia,Welsh,trigram
8,0.245,0.0020000000000000018,wikipedia,Welsh,trigram
9,0.242,-0.0030000000000000027,wikipedia,Welsh,trigram
10,0.243,0.0010000000000000009,wikipedia,Welsh,trigram
11,0.25,0.007000000000000006,wikipedia,Welsh,trigram
12,0.252,0.0020000000000000018,wikipedia,Welsh,trigram
13,0.26,0.008000000000000007,wikipedia,Welsh,trigram
14,0.253,-0.007000000000000006,wikipedia,Welsh,trigram
1,0.367,0,wikipedia,Korean,unigram
2,0.199,-0.16799999999999998,wikipedia,Korean,unigram
3,0.178,-0.02100000000000002,wikipedia,Korean,unigram
4,0.086,-0.092,wikipedia,Korean,unigram
5,0.072,-0.013999999999999999,wikipedia,Korean,unigram
6,0.057,-0.014999999999999993,wikipedia,Korean,unigram
7,0.058,0.0010000000000000009,wikipedia,Korean,unigram
8,0.052,-0.006000000000000005,wikipedia,Korean,unigram
9,0.051,-0.0010000000000000009,wikipedia,Korean,unigram
10,0.04,-0.010999999999999996,wikipedia,Korean,unigram
11,0.04,0.0,wikipedia,Korean,unigram
12,0.053,0.012999999999999998,wikipedia,Korean,unigram
13,0.053,0.0,wikipedia,Korean,unigram
14,0.053,0.0,wikipedia,Korean,unigram
2,0.461,0,wikipedia,Korean,trigram
3,0.047,-0.41400000000000003,wikipedia,Korean,trigram
4,0.036,-0.011000000000000003,wikipedia,Korean,trigram
5,0.034,-0.001999999999999995,wikipedia,Korean,trigram
6,0.013,-0.021000000000000005,wikipedia,Korean,trigram
7,0.012,-0.0009999999999999992,wikipedia,Korean,trigram
8,0.012,0.0,wikipedia,Korean,trigram
9,0.012,0.0,wikipedia,Korean,trigram
10,0.013,0.0009999999999999992,wikipedia,Korean,trigram
11,0.011,-0.002,wikipedia,Korean,trigram
12,0.013,0.002,wikipedia,Korean,trigram
13,0.013,0.0,wikipedia,Korean,trigram
14,0.014,0.0010000000000000009,wikipedia,Korean,trigram
1,0.692,0,wikipedia,Assamese,unigram
2,0.456,-0.23599999999999993,wikipedia,Assamese,unigram
3,0.48,0.023999999999999966,wikipedia,Assamese,unigram
4,0.405,-0.07499999999999996,wikipedia,Assamese,unigram
5,0.392,-0.013000000000000012,wikipedia,Assamese,unigram
6,0.367,-0.025000000000000022,wikipedia,Assamese,unigram
7,0.378,0.01100000000000001,wikipedia,Assamese,unigram
8,0.391,0.013000000000000012,wikipedia,Assamese,unigram
9,0.394,0.0030000000000000027,wikipedia,Assamese,unigram
10,0.384,-0.010000000000000009,wikipedia,Assamese,unigram
11,0.375,-0.009000000000000008,wikipedia,Assamese,unigram
12,0.403,0.028000000000000025,wikipedia,Assamese,unigram
13,0.376,-0.027000000000000024,wikipedia,Assamese,unigram
14,0.453,0.07700000000000001,wikipedia,Assamese,unigram
2,0.781,0,wikipedia,Assamese,trigram
3,0.779,-0.0020000000000000018,wikipedia,Assamese,trigram
4,0.273,-0.506,wikipedia,Assamese,trigram
5,0.24,-0.03300000000000003,wikipedia,Assamese,trigram
6,0.243,0.0030000000000000027,wikipedia,Assamese,trigram
7,0.242,-0.0010000000000000009,wikipedia,Assamese,trigram
8,0.243,0.0010000000000000009,wikipedia,Assamese,trigram
9,0.242,-0.0010000000000000009,wikipedia,Assamese,trigram
10,0.242,0.0,wikipedia,Assamese,trigram
11,0.234,-0.00799999999999998,wikipedia,Assamese,trigram
12,0.233,-0.0010000000000000009,wikipedia,Assamese,trigram
13,0.231,-0.0020000000000000018,wikipedia,Assamese,trigram
14,0.249,0.017999999999999988,wikipedia,Assamese,trigram
4,0.974,0,wikipedia,Bhojpuri,unigram
5,0.917,-0.05699999999999994,wikipedia,Bhojpuri,unigram
6,0.974,0.05699999999999994,wikipedia,Bhojpuri,unigram
7,0.888,-0.08599999999999997,wikipedia,Bhojpuri,unigram
8,0.889,0.0010000000000000009,wikipedia,Bhojpuri,unigram
9,0.866,-0.02300000000000002,wikipedia,Bhojpuri,unigram
10,0.811,-0.05499999999999994,wikipedia,Bhojpuri,unigram
11,0.814,0.0029999999999998916,wikipedia,Bhojpuri,unigram
12,0.823,0.009000000000000008,wikipedia,Bhojpuri,unigram
13,0.811,-0.0119999999999999,wikipedia,Bhojpuri,unigram
14,0.832,0.020999999999999908,wikipedia,Bhojpuri,unigram
4,0.755,0,wikipedia,Bhojpuri,trigram
5,0.75,-0.0050000000000000044,wikipedia,Bhojpuri,trigram
6,0.746,-0.0040000000000000036,wikipedia,Bhojpuri,trigram
7,0.746,0.0,wikipedia,Bhojpuri,trigram
8,0.662,-0.08399999999999996,wikipedia,Bhojpuri,trigram
9,0.675,0.013000000000000012,wikipedia,Bhojpuri,trigram
10,0.677,0.0020000000000000018,wikipedia,Bhojpuri,trigram
11,0.67,-0.007000000000000006,wikipedia,Bhojpuri,trigram
12,0.677,0.007000000000000006,wikipedia,Bhojpuri,trigram
13,0.668,-0.009000000000000008,wikipedia,Bhojpuri,trigram
14,0.66,-0.008000000000000007,wikipedia,Bhojpuri,trigram
1,0.29,0,wikipedia,Divehi,unigram
2,0.17,-0.11999999999999997,wikipedia,Divehi,unigram
3,0.143,-0.027000000000000024,wikipedia,Divehi,unigram
4,0.138,-0.004999999999999977,wikipedia,Divehi,unigram
5,0.124,-0.014000000000000012,wikipedia,Divehi,unigram
6,0.115,-0.008999999999999994,wikipedia,Divehi,unigram
7,0.127,0.011999999999999997,wikipedia,Divehi,unigram
8,0.106,-0.021000000000000005,wikipedia,Divehi,unigram
9,0.105,-0.0010000000000000009,wikipedia,Divehi,unigram
10,0.103,-0.0020000000000000018,wikipedia,Divehi,unigram
11,0.101,-0.001999999999999988,wikipedia,Divehi,unigram
12,0.104,0.002999999999999989,wikipedia,Divehi,unigram
13,0.096,-0.007999999999999993,wikipedia,Divehi,unigram
14,0.094,-0.0020000000000000018,wikipedia,Divehi,unigram
2,0.391,0,wikipedia,Divehi,trigram
3,0.114,-0.277,wikipedia,Divehi,trigram
4,0.107,-0.007000000000000006,wikipedia,Divehi,trigram
5,0.105,-0.0020000000000000018,wikipedia,Divehi,trigram
6,0.101,-0.00399999999999999,wikipedia,Divehi,trigram
7,0.084,-0.017,wikipedia,Divehi,trigram
8,0.083,-0.0010000000000000009,wikipedia,Divehi,trigram
9,0.075,-0.008000000000000007,wikipedia,Divehi,trigram
10,0.079,0.0040000000000000036,wikipedia,Divehi,trigram
11,0.074,-0.0050000000000000044,wikipedia,Divehi,trigram
12,0.076,0.0020000000000000018,wikipedia,Divehi,trigram
13,0.074,-0.0020000000000000018,wikipedia,Divehi,trigram
14,0.07,-0.00399999999999999,wikipedia,Divehi,trigram
2,0.349,0,wikipedia,Catalan,unigram
3,0.317,-0.03199999999999997,wikipedia,Catalan,unigram
4,0.218,-0.099,wikipedia,Catalan,unigram
5,0.192,-0.025999999999999995,wikipedia,Catalan,unigram
6,0.189,-0.0030000000000000027,wikipedia,Catalan,unigram
7,0.192,0.0030000000000000027,wikipedia,Catalan,unigram
8,0.192,0.0,wikipedia,Catalan,unigram
